row_id,decision,technical_action,implementation_status,native_fm_id,detail
FM27-80e3f8f9a0617284d3ca01c7,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,277656,MOVE_PRESERVE_METADATA
FM27-80eda5f11578b7ab5665e349,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,300802,MOVE_PRESERVE_METADATA
FM27-80eeed82a6012f2160b3a36c,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,143859,MOVE_PRESERVE_METADATA
FM27-80fe22723b39f89c3cd82a18,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,268671,RESOLVE_EXPIRED_LOAN
FM27-81617ee3a90990da14b2cfd6,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-81913980414564a392a21a6e,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-81ba1320e2b2ed4f2abb047d,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-81d7789070d37f3d5525fb32,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,105009,MOVE_PRESERVE_METADATA
FM27-81e746ed09a172de0047f5f0,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,291769,MOVE_PRESERVE_METADATA
FM27-82154161bdfcb63a9112e921,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,281325,Gerard Fernández
FM27-8272625af3917fd6a5312a3c,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,295613,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-82afa192bced1d360e36db2a,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,234988,MOVE_PRESERVE_METADATA
FM27-82b9e1b394f35f5e25e60e87,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,291543,MOVE_PRESERVE_METADATA
FM27-82e06ee37d17484d39311bd6,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,11479,MOVE_PRESERVE_METADATA
FM27-82e53da036c9f8e8981457c5,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-83ae825102c9067d0eeacfbb,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,285298,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-84fcccede54410e9e3a856f6,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-857f1fac0705af113e25085f,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-85f6f92b2a32e7299294c72f,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,296500,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-8655b5e48e5cee5b1dfc4ce7,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,289593,Emanuel Emegha
FM27-86f662480665f5b1a4d5315f,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,203212,Leroy-Jacques Mickels
FM27-87503327866bbd2abc061401,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,221113,MOVE_PRESERVE_METADATA
FM27-876f4e823dcace83f68cc776,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,272266,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-878515e39e6c35d645816020,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,287096,Kialonda Gaspar
FM27-87c10a520730cafa3c7ca798,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,107480,MOVE_PRESERVE_METADATA
FM27-88a606ee32f51e41854b14a4,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,272230,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-88ba4df186bcfed0b07055e7,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,269629,MOVE_PRESERVE_METADATA
FM27-88e78348dac98ec247b16edd,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,180149,Israel Salazar
FM27-8972043bd61e75ac138b4f3e,APPLY,,STAGED_APPLY,277070,PRESERVE_PROTECTED_SQUAD
FM27-89d37ee93faa3e47da37d0a3,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,128808,MOVE_PRESERVE_METADATA
FM27-89dddd8e876a67a5991da328,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,11334,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-8a4bd8784f0598fa5d769188,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,272084,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-8ccb03ed2c8f6904d068f928,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,284241,RESOLVE_EXPIRED_LOAN
FM27-8ce58108d95a7941a36133b8,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-8f73d7513418b4a48ce40d29,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-8f9ac327321fd28ac2752ca4,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,221582,MOVE_PRESERVE_METADATA
FM27-8fcf3c42db30aa1e965b7272,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,293908,MOVE_PRESERVE_METADATA
FM27-9078c21a4eeb104c539d0c62,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,261112,MOVE_PRESERVE_METADATA
FM27-90d0a92cd37c7196b9ed468a,NONBLOCKING,,RESOLVED_NO_CHANGE,99999,RESOLVED
FM27-91258983ebd1cadba85e107c,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,41584,MOVE_PRESERVE_METADATA
FM27-913437793a917d9d477779ea,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,286992,MOVE_PRESERVE_METADATA
FM27-916cf75fb62556847ca4cd6c,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,280816,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-922c3121e7a27cd5d2aead70,ESCALATE_TECHNICAL,CLEAR_STALE_LOAN_KEEP_TARGET,STAGED_TECHNICAL,199880,RESOLVE_EXPIRED_LOAN
FM27-925d5a72200dc07d0c21902f,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-937364de9e9e54d0197aadcd,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,295996,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-944ff0d9f835811bad952b68,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,101936,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-9597e5a2cc078d7b6eb848f4,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,273077,MOVE_PRESERVE_METADATA
FM27-95c1d221d0524d18069a58de,NONBLOCKING,,RESOLVED_NO_CHANGE,276957,RESOLVED
FM27-95c21b42e21766b4720dd470,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,290775,RESOLVE_EXPIRED_LOAN
FM27-9690cc6350a2633b61dcc53f,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,11552,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-96bd51dd4a1e2e5529346545,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,295685,MOVE_PRESERVE_METADATA
FM27-96dab708a88d6c48732dc2e9,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,273098,Can Yayha Moustfa
FM27-9821e258d36aa84761a41b35,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-982fb480e9df42d16644360f,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,TECHNICAL_BLOCKER,,No safe local identity and no complete supplied native creation fields.
FM27-985a0649b060060b81d1eb4f,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,277725,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-9888d99d372489768972d62e,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,STAGED_TECHNICAL,275406,SQUAD
FM27-98c2e64a90ae1fa587d42e10,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,273633,MOVE_PRESERVE_METADATA
FM27-98d74a8fea5daaf913f1d2e5,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,282478,MOVE_PRESERVE_METADATA
FM27-98e92b2123948f2b6cd72b39,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,223962,MOVE_PRESERVE_METADATA
FM27-98f64a8a0387044cb6b6f4a4,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,291556,MOVE_PRESERVE_METADATA
FM27-9956c7300c625f08216436f7,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,11576,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-99e1fee5569f4facd0339cd8,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,286175,MOVE_PRESERVE_METADATA
FM27-9a3a797472a9df3b64462642,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,288758,MOVE_PRESERVE_METADATA
FM27-9cd7e4aae7e07e0743a13036,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,296017,MOVE_PRESERVE_METADATA
FM27-9ce340dc1c54effa81c98548,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,235965,Malcolm Lohunanu-Mbasi
FM27-9ddc7eae1993ecd135d482d4,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,277510,MOVE_PRESERVE_METADATA
FM27-9dea4c0b528aa10240f9e47c,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,177718,RESOLVE_EXPIRED_LOAN
FM27-9def8fca9460a1970f08d9a8,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,296627,MOVE_PRESERVE_METADATA
FM27-9e1c058fd67b6967d58e2527,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-9e2e7b3c09ae2810f35fa7b0,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,236433,MOVE_PRESERVE_METADATA
FM27-9f09484e97aed183c298047b,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-9f526ef771e4ffed20b445f9,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-9f6c9d61b7f715e89fb5dd52,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,296018,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-9ffef4ff39036312e058a34e,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,269699,MOVE_PRESERVE_METADATA
FM27-a029a05da86870f369881484,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-a09bb966e088548a3240cbb6,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,23830,Iliya Gruev
FM27-a0a2e006fffa142c9ccfa557,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,TECHNICAL_BLOCKER,,No safe local identity and no complete supplied native creation fields.
FM27-a1299c8d8bc5affeaeaa719f,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,278498,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-a199aca998dbfbd38dfff853,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,295118,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-a1bbbba23e55ad05fbc8054b,NONBLOCKING,,RESOLVED_NO_CHANGE,77116,RESOLVED
FM27-a25e8663a640cc3932bcd6f8,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-a2ffb0090569f40f71076a92,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,117961,MOVE_PRESERVE_METADATA
FM27-a3c6eef7868b52f5724486f8,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,286412,Maximiliano Araújo
FM27-a3ca870616d17efd83513da8,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,283825,Jonathan Castro
FM27-a4a7a3227e70a5a21ce66d06,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,200016,Juan Santos da Silva
FM27-a4b7aad91cb75257ddec3f0e,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,287406,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-a4b8fb7b33c251bafe5314df,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_CREATE,1000024871,Pato
FM27-a4d03d7e1d5fd55f149ab309,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,15607,MOVE_PRESERVE_METADATA
FM27-a4f7ec9a48d6aeaea2531caa,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,275974,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-a6b23727f02eddbf193e5cff,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,283158,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-a6dff50478fd295a3130d96d,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,276193,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-a7eb2b776ddad07717c1175b,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,202076,RESOLVE_EXPIRED_LOAN
FM27-a87f40b34dbc781597ebb507,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,88023,RESOLVE_EXPIRED_LOAN
FM27-a8c878716f473949ff65a527,NONBLOCKING,,RESOLVED_NO_CHANGE,11817,RESOLVED
FM27-a971a51aff0f591e4a4463db,ESCALATE_TECHNICAL,CLEAR_STALE_LOAN_KEEP_TARGET,STAGED_TECHNICAL,288463,RESOLVE_EXPIRED_LOAN
FM27-a9e807859aa81eb221bb1fa1,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-aa7b5401c864d532eb81fe50,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,STAGED_TECHNICAL,288596,SQUAD
FM27-ab2d932e1c1d0aadb73833be,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,235372,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-ab7b623a25cac25c662a1735,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,205505,Yukhym Konoplia
FM27-aba2f02bd5edd99e9d1f4e12,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,275991,RESOLVE_EXPIRED_LOAN
FM27-abcc242bbe438a5bb6ef9ac4,NONBLOCKING,,RESOLVED_NO_CHANGE,291277,RESOLVED
FM27-abcfd07881e880c066a1f855,NONBLOCKING,,RESOLVED_NO_CHANGE,43127,RESOLVED
FM27-abd352677d5096f57c3c933e,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-ac6a5dded7107d385cc1a968,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,TECHNICAL_BLOCKER,,No safe local identity and no complete supplied native creation fields.
FM27-ad59c0f319e8cac0453cd63f,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,154841,MOVE_PRESERVE_METADATA
FM27-ad920e7221f538354147266d,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-adb23813dc7346027f1b2c6a,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,276593,MOVE_PRESERVE_METADATA
FM27-aeab4a56b826c83471dfea7e,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,1000013719,MOVE_PRESERVE_METADATA
FM27-aeabae19023bff1b04b3302b,NONBLOCKING,,RESOLVED_NO_CHANGE,287303,RESOLVED
FM27-aec99bbe12ca35643390256e,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,286679,MOVE_PRESERVE_METADATA
FM27-aefefc2f74b233d38b7dae17,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,TECHNICAL_BLOCKER,,No safe local identity and no complete supplied native creation fields.
FM27-b000c729dc628e2dc312c58f,NONBLOCKING,,RESOLVED_NO_CHANGE,153264,RESOLVED
FM27-b0f6df2c93a6b03273f38f5e,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,285303,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-b106df6866c47382093854d9,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,TECHNICAL_BLOCKER,,No safe local identity and no complete supplied native creation fields.
FM27-b12da4f7d36b241fb6154176,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-b149fccf6ec3349eeb960916,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,11730,RESOLVE_EXPIRED_LOAN
FM27-b1d3bec87155852e280983f9,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,272246,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-b1dba31603d8d80c18fa8fe6,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,200031,MOVE_PRESERVE_METADATA
FM27-b2018033704f9daa0b79b9ea,ESCALATE_TECHNICAL,CLEAR_STALE_LOAN_KEEP_TARGET,STAGED_TECHNICAL,11574,RESOLVE_EXPIRED_LOAN
FM27-b23fa94e32a13fbe31c161ed,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,153022,RESOLVE_EXPIRED_LOAN
FM27-b2da3debeff989bf91717722,ESCALATE_TECHNICAL,APPLY_CONFIRMED_TIMELINE_WITH_GUARD_REPAIR,TECHNICAL_BLOCKER,71183,Local confirmed timeline says loan end 2028-06-30 after owner contract 2027-06-30; exact loan end cannot be synthesized safely.
FM27-b373655d1a488fdbde7d3ce2,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,277874,MOVE_PRESERVE_METADATA
FM27-b3ec9687ab0c1bac3a2d2e48,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,71780,MOVE_PRESERVE_METADATA
FM27-b483ae076b0e64535cf92eba,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-b651bb5e18106a02a52bf294,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,100339,MOVE_PRESERVE_METADATA
FM27-b72900e044dae5e00d1c4b92,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,1000013920,MOVE_PRESERVE_METADATA
FM27-b995e9c2557e4c5b976d52d8,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-ba384b3194ac232703856424,NONBLOCKING,,RESOLVED_NO_CHANGE,287819,RESOLVED
FM27-bb81b979f364b88ba1370858,APPLY,,STAGED_APPLY,1000013211,PRESERVE_PROTECTED_SQUAD
FM27-bbac38037a1b51fa7eb59f1f,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,243646,MOVE_PRESERVE_METADATA
FM27-bbf0b8a1f484b774b2518cfb,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,295998,MOVE_PRESERVE_METADATA
FM27-bc716ff64a7ca7802b3134be,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,55474,MOVE_PRESERVE_METADATA
FM27-bcd49402b7f97273a629afe8,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-bd706f2d006c64f0e0836997,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,267781,MOVE_PRESERVE_METADATA
FM27-bd70711aaba4f5ffd22ccc71,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-bd96b06dcfc5871220f9510a,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,243830,MOVE_PRESERVE_METADATA
FM27-bec82c8ddf863cb45d6eef00,ESCALATE_TECHNICAL,CLEAR_STALE_LOAN_KEEP_TARGET,STAGED_TECHNICAL,291875,RESOLVE_EXPIRED_LOAN
FM27-bf2abb3889e3acbe8d247fdc,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-bf6553043fc648b02041f183,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,200015,MOVE_PRESERVE_METADATA
FM27-bff6044dddadaef8f668f1b9,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,TECHNICAL_BLOCKER,117314,Local candidate fm_id 117314 is not strong enough for a duplicate-safe bridge.
FM27-c0237c05af525dafe9584722,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,77428,MOVE_PRESERVE_METADATA
FM27-c071730d62e966d5d9d57551,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,243328,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-c091fad53bf0a48987f8baf0,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-c137708e784c73526231a56f,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,295875,MOVE_PRESERVE_METADATA
FM27-c1499b9efbcd99f3b3e6959d,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,188296,MOVE_PRESERVE_METADATA
FM27-c1ef39010f1efb46e6840f37,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-c231952829d1c679d510a6b9,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,235401,MOVE_PRESERVE_METADATA
FM27-c26e8f924e088c6c1d459779,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,277792,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-c2b3746545bff94b4f9fe2e0,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,128450,RESOLVE_EXPIRED_LOAN
FM27-c30c10f7f8c37074e89843c9,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,11407,MOVE_PRESERVE_METADATA
FM27-c352a20c06c15a42269d83e5,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,275631,MOVE_PRESERVE_METADATA
FM27-c39e618af5f9288b08ff8cff,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,11582,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-c3c4e838e729ff6fe804dcca,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,276003,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-c475db69b1b870241ee8802a,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-c4fecd9487fd4c3af8b37738,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,STAGED_TECHNICAL,274071,SQUAD
FM27-c5757dc161b9dce6da4e1d98,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,295989,MOVE_PRESERVE_METADATA
FM27-c65bc0c457967e5ad1c241d4,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,287211,Jonathan Buatu
FM27-c8864c5baae29b244bdcde02,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,277417,MOVE_PRESERVE_METADATA
FM27-c8937c28b9cf68fd70016b4e,ESCALATE_TECHNICAL,APPLY_CONFIRMED_TIMELINE_WITH_GUARD_REPAIR,TECHNICAL_BLOCKER,292630,Local confirmed timeline says loan end 2030-06-30 after owner contract 2027-06-30; exact loan end cannot be synthesized safely.
FM27-c8f32b13e56a786343fa473e,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,290118,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
