league,club,club_id,roster_source_status,arrivals_status,departures_status,loans_in_status,loans_out_status,missing_players_status,contracts_status,shirt_numbers_status,creation_status,confirmed_players,proposed_creations,unresolved_creations,rating_deferred_creations,sprint_eligible_creations,ready_creations,confirmed_arrivals,confirmed_departures,confirmed_loans_in,confirmed_loans_out,confirmed_loans,blocking_holds,ambiguous_records,unmatched_records,overall_status
GER2,1.FC Heidenheim 1846,1376302,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,26,0,0,0,0,0,1,1,0,0,0,0,0,0,GOOD_ENOUGH
GER2,1.FC Kaiserslautern,1376257,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,29,0,0,0,0,0,2,3,0,0,0,0,0,0,GOOD_ENOUGH
GER2,1.FC Magdeburg,1376373,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,30,1,0,0,1,1,7,4,0,0,0,0,0,0,GOOD_ENOUGH
GER2,1.FC Nürnberg,1376258,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,27,0,0,0,0,0,4,4,0,0,0,0,0,0,GOOD_ENOUGH
GER2,Arminia Bielefeld,1376260,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,26,0,0,0,0,0,1,1,0,0,0,0,0,0,GOOD_ENOUGH
GER2,Eintracht Braunschweig,1376426,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,1,1,1,0,1,0,0,0,GOOD_ENOUGH
GER2,FC Energie Cottbus,1376280,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,2,1,0,1,1,0,0,0,GOOD_ENOUGH
GER2,FC St. Pauli,1376425,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,6,1,0,1,1,0,0,0,GOOD_ENOUGH
GER2,Hannover 96,1376268,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,29,0,0,0,0,0,1,1,0,0,0,0,0,0,GOOD_ENOUGH
GER2,Hertha BSC,1376269,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD_ENOUGH
GER2,Holstein Kiel,1376418,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,31,1,0,0,1,1,1,2,0,0,0,0,0,0,GOOD_ENOUGH
GER2,Karlsruher SC,1376283,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,26,0,0,0,0,0,10,0,0,0,0,0,0,0,GOOD_ENOUGH
GER2,SG Dynamo Dresden,1376278,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,27,0,0,0,0,0,5,1,0,0,0,2,0,0,PARTIAL
GER2,SV Darmstadt 98,1376442,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,31,0,0,0,0,0,6,0,0,0,0,0,0,0,GOOD_ENOUGH
GER2,SpVgg Greuther Fürth,1376288,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,2,2,1,1,2,0,0,0,GOOD_ENOUGH
GER2,VfL Bochum,1376273,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD_ENOUGH
GER2,VfL Osnabrück,1376420,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,26,0,0,0,0,0,4,2,0,0,0,0,0,0,GOOD_ENOUGH
GER2,VfL Wolfsburg,1376274,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,30,0,0,0,0,0,4,2,0,0,0,0,0,0,GOOD_ENOUGH
GER3,1.FC Saarbrücken,1376287,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,0,1,0,0,0,0,0,0,GOOD_ENOUGH
GER3,Alemannia Aachen,1376276,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,25,0,0,0,0,0,3,3,0,0,0,1,0,0,PARTIAL
GER3,FC Hansa Rostock,1376265,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,30,0,0,0,0,0,1,2,1,0,1,1,0,0,PARTIAL
GER3,FC Ingolstadt 04,1376315,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD_ENOUGH
GER3,FC Viktoria Köln,1376446,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,25,0,0,0,0,0,3,0,0,0,0,0,0,0,GOOD_ENOUGH
GER3,Fortuna Düsseldorf,1376429,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,3,2,0,0,0,2,0,0,PARTIAL
GER3,MSV Duisburg,1376285,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,25,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD_ENOUGH
GER3,Preußen Münster,1376419,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,0,3,0,0,0,1,0,0,PARTIAL
GER3,Rot-Weiss Essen,1376282,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,25,1,0,0,1,1,1,3,0,0,0,0,0,0,GOOD_ENOUGH
GER3,SC Fortuna Köln,1376444,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,3,0,1,0,1,0,0,0,GOOD_ENOUGH
GER3,SC Verl,1376406,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,25,0,0,0,0,0,1,1,0,0,0,0,0,0,GOOD_ENOUGH
GER3,SG Sonnenhof Großaspach,1376306,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,27,2,0,0,2,2,1,0,0,0,0,0,0,0,GOOD_ENOUGH
GER3,SSV Jahn Regensburg,1376436,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,1,1,0,0,0,0,0,0,GOOD_ENOUGH
GER3,SV Meppen,1376347,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,26,0,0,0,0,0,1,1,0,0,0,0,0,0,GOOD_ENOUGH
GER3,SV Waldhof Mannheim,1376301,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,30,0,0,0,0,0,3,0,0,0,0,0,0,0,GOOD_ENOUGH
GER3,SV Wehen Wiesbaden,1376439,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD_ENOUGH
GER3,TSG 1899 Hoffenheim II,1376433,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,32,0,0,0,0,0,5,3,0,1,1,0,0,0,GOOD_ENOUGH
GER3,TSV Havelse,1376539,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,29,2,0,0,2,2,2,1,2,0,2,1,0,0,PARTIAL
GER3,VfB Stuttgart II,1376272,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,29,0,0,0,0,0,2,3,0,0,0,1,0,0,PARTIAL
GER3,Würzburger Kickers,1376540,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,29,0,0,0,0,0,1,0,1,0,1,0,0,0,GOOD_ENOUGH
