queue,blocking,reason,league,club,club_tm_id,player,player_tm_id,dob,fm_id,fifa_id,native_club_id,target_club_id,identity_method,source,source_sha256,snapshot_date,classification
,NO,,GER3,FC Viktoria Köln 1904,1622,Felix Albers,1162701,2007-01-10,272938,0,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Jakob Sachse,1032922,2006-04-20,275098,0,1376266,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,NATIVE_DELTA
,NO,,GER3,FC Viktoria Köln 1904,1622,Jason Amann,906598,2005-03-13,280345,0,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Kilian Jakob,324760,1998-01-25,269678,236675,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Lucas Wolf,447864,2001-08-28,272925,259643,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Marco Pledl,820819,2000-12-13,272919,71629,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Meiko Sponsel,598576,2002-02-28,272924,264380,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Niklas Castelle,908946,2002-08-27,272761,70237,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Niklas Jahn,744600,2004-07-26,275303,270583,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Niklas Swider,1009463,2007-01-05,279854,76031,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,NATIVE_DELTA
,NO,,GER3,FC Viktoria Köln 1904,1622,Noah Maboulou,988243,2005-01-16,274325,80346,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,NATIVE_DELTA
,NO,,GER3,FC Viktoria Köln 1904,1622,Oskar Hill,984474,2006-05-08,257500,0,1384542,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,NATIVE_DELTA
,NO,,GER3,FC Viktoria Köln 1904,1622,Pascal Fallmann,535650,2003-11-07,272663,270994,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Taylan Duman,314214,1997-07-30,1000013989,0,0,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,NATIVE_DELTA
,NO,,GER3,FC Viktoria Köln 1904,1622,Tim Kloss,786824,2004-06-05,272917,276783,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Tobias Eisenhuth,524566,2001-09-21,272915,276271,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Verthomy Boboy,696165,2003-04-19,272920,260187,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Viktoria Köln 1904,1622,Yannick Tonye,796187,2004-09-18,272921,79322,1376446,1376446,DOB_NAME,https://www.transfermarkt.de/fc-viktoria-koln/kader/verein/1622/saison_id/2026/plus/1,b7bfc92e8e7c5a16b30c7b0ff346d1259614911747f68b6cb84920bb2afd1606,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Batuhan Gögce,814981,2004-12-15,265810,0,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Burak Karakaya,902973,2005-07-11,275597,0,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Daniel Hägele,101168,1989-02-23,265800,238682,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,David Abrangao,1024556,2004-08-08,275429,81730,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,NATIVE_DELTA
,NO,,GER3,FC Würzburger Kickers,1557,David Kinsombi,196834,1995-12-12,275868,212625,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Dion Berisha,596186,2003-05-09,265798,260016,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Dominik Meisel,380286,1999-06-29,265799,251856,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Dorian Deppner,1434339,2008-10-22,265822,0,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Ebrahim Farahnak,449835,1998-01-19,265811,0,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Eliot Muteba,610443,2003-06-20,265806,70668,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Eroll Zejnullahu,203076,1994-10-19,265803,212997,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Franck Evina,336331,2000-07-05,136512,243357,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Ivan Franjic,237193,1997-09-08,273925,244078,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Jermain Nischalke,692712,2003-03-26,265804,272601,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Johann Hipper,450942,1998-09-30,265813,243934,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Leo Eberle,924031,2005-08-14,274350,0,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Liam Omore,1133684,2003-03-20,265812,0,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Louis Breunig,760069,2003-11-14,275170,263077,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,NATIVE_DELTA
,NO,,GER3,FC Würzburger Kickers,1557,Luke Hemmerich,300502,1998-02-09,265801,239341,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Marko Rajkovacic,691071,1999-12-09,275186,80339,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Namrud Embaye,709271,2002-01-09,266217,0,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Nathan de Medina,285951,1997-10-08,309969,229107,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Noah Mikrut,1161446,2007-05-23,280241,0,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Philipp Ochs,207592,1997-04-17,265797,229701,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Tarsis Bonga,283140,1997-01-10,265802,244097,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Thomas Kastanaras,675565,2003-01-09,277670,269951,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Tiago De Moura,1267598,2007-07-13,265821,0,1376540,1376540,VERIFIED_PRIOR_TM_BRIDGE,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Tim Kraus,531779,2000-03-31,265807,0,1376540,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,CURRENT_COVERED
,NO,,GER3,FC Würzburger Kickers,1557,Xaver Kiefersauer,897059,2005-10-01,269708,0,1376291,1376540,DOB_NAME,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,2026-09-12,NATIVE_DELTA
,NO,,GER3,Fortuna Düsseldorf 1895,38,Anas Slimani,1067460,2007-07-20,276735,0,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Andreas Müller,438315,2000-07-20,276193,257283,1376283,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,NATIVE_DELTA
,NO,,GER3,Fortuna Düsseldorf 1895,38,Dominique Heintz,110036,1993-08-15,277527,206198,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Elias Arden,1282876,2008-11-29,276761,0,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Elias Egouli,946037,2002-08-06,276716,77882,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Eric Hottmann,403899,2000-02-08,271147,251417,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Erik Wekesser,260657,1997-07-03,276600,229925,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Fabian Schleusener,229176,1991-10-24,276195,231624,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Felix Meiser,1069641,2007-01-16,279710,77413,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Filimon Gerezgiher,453307,2000-07-04,136520,73004,2228245,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,NATIVE_DELTA
,NO,,GER3,Fortuna Düsseldorf 1895,38,Hamza Anhari,751027,2004-01-30,276719,269997,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Jomaine Consbruch,511246,2002-01-26,275415,252125,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Jordi Paulina,1045762,2004-09-23,277417,0,1376262,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,NATIVE_DELTA
,NO,,GER3,Fortuna Düsseldorf 1895,38,Jorrit Hendrix,205004,1995-02-06,276081,212755,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Kaden Amaniampong,696017,2004-05-26,277674,0,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Kilian Sauck,1043565,2007-03-27,279863,0,1376263,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,NATIVE_DELTA
,NO,,GER3,Fortuna Düsseldorf 1895,38,Lasse Rieß,490609,2001-07-27,280320,263116,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Louis Lord,572891,2003-10-22,272682,271171,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Lukas Bornschein,910590,2005-06-03,275665,0,1376267,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,NATIVE_DELTA
,NO,,GER3,Fortuna Düsseldorf 1895,38,Lukas Eixler,1047044,2003-11-03,268712,270815,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Marcel Benger,330269,1998-07-02,276092,241900,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Matthias Zimmermann,86848,1992-06-16,276702,192567,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,NATIVE_DELTA
,NO,,GER3,Fortuna Düsseldorf 1895,38,Miguel Gonçalves,914314,2004-08-18,266588,0,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Milán Czakó,934517,2006-04-01,276730,0,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Noah Egouli,1282871,2006-04-05,276728,0,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Philipp Förster,179635,1995-02-04,276189,237540,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Sascha Risch,383354,2000-04-13,274801,262671,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Steven van der Sloot,548935,2002-07-06,136328,0,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Tim Oberdorf,358906,1996-08-16,276695,263649,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,Fortuna Düsseldorf 1895,38,Yassine Bouchama,440108,1997-05-28,276103,276289,1376429,1376429,DOB_NAME,https://www.transfermarkt.de/fortuna-dusseldorf/kader/verein/38/saison_id/2026/plus/1,05373c5cfa7534d6542a7839a6b4faf710e30f1746f3272457fd8dbea4ba1976,2026-09-12,CURRENT_COVERED
,NO,,GER3,MSV Duisburg,52,Aljaz Casar,682519,2000-09-17,274794,251662,1376285,1376285,DOB_NAME,https://www.transfermarkt.de/msv-duisburg/kader/verein/52/saison_id/2026/plus/1,18d4d26950b4b7ad041e50ae2365995e7a92e62db4daa0e38fdb65d1224bbf52,2026-09-12,INHERITED_NATIVE08_COVERED
,NO,,GER3,MSV Duisburg,52,Ben Schlicke,908370,2005-10-31,271755,271441,1376285,1376285,DOB_NAME,https://www.transfermarkt.de/msv-duisburg/kader/verein/52/saison_id/2026/plus/1,18d4d26950b4b7ad041e50ae2365995e7a92e62db4daa0e38fdb65d1224bbf52,2026-09-12,CURRENT_COVERED
,NO,,GER3,MSV Duisburg,52,Can Coskun,237576,1998-03-26,271746,255454,1376285,1376285,DOB_NAME,https://www.transfermarkt.de/msv-duisburg/kader/verein/52/saison_id/2026/plus/1,18d4d26950b4b7ad041e50ae2365995e7a92e62db4daa0e38fdb65d1224bbf52,2026-09-12,CURRENT_COVERED
