league,player,player_tm_id,fm_id,fifa_id,dob,old_native_club_id,new_native_club_id,current_club,current_club_tm_id,known_join,public_contract_end,old_native_contract_end,event_id,event_date,event_old_club_tm_id,event_new_club_tm_id,roster_profile_agree,identity_method,source_confidence,primary_source,primary_source_sha256,roster_source,roster_source_sha256,profile_source,profile_source_sha256,event_source,event_source_sha256,snapshot_date,status,policy_reason
GER2,Lars Kehl,527278,272306,263025,2002-04-08,1376420,1376442,SV Darmstadt 98,105,2026-07-01,,2026-06-30,6383532,,81,105,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,https://www.transfermarkt.de/lars-kehl/profil/spieler/527278,95cb081a7f97ada45a3c66e9cd91b0e057b4e06f0d43b8258c3b257b8c4316e9,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Nicolas Verkooijen,1024747,291556,0,2006-12-05,2228236,1376442,SV Darmstadt 98,105,2026-07-01,,2026-06-30,6377802,,9715,105,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,https://www.transfermarkt.de/nicolas-verkooijen/profil/spieler/1024747,534a5e569c3049fbd3d2c17d4304f3f60ab5ee2054f5da2e2b20fa120e224618,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,William Mikelbrencis,743500,275646,262045,2004-02-25,1376267,1376442,SV Darmstadt 98,105,2026-08-29,,2026-06-30,6545046,,41,105,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,https://www.transfermarkt.de/william-mikelbrencis/profil/spieler/743500,d440286f7d9e5c25c941f2dff48fa19b35e1736753671235ac398589dd513d6d,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Yannik Lührs,627356,280197,272896,2003-09-09,1376433,1376442,SV Darmstadt 98,105,2026-07-01,,2026-06-30,6381050,,983,105,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,https://www.transfermarkt.de/yannik-luhrs/profil/spieler/627356,b80c3ab669c0b3429988e96ace4bc3089cb286bb2d752793f8117adb4a4b7f92,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Daniel-Kofi Kyereh,272587,277874,244112,1996-03-08,1376270,1376420,VfL Osnabrück,81,2026-08-10,,2026-06-30,6492296,,60,81,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,https://www.transfermarkt.de/daniel-kofi-kyereh/profil/spieler/272587,d191d16ee056200a311962fb8943f5e5ee58dcb027958a4dfd2b73490fe4a15c,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Joel Abu Hanna,267330,105009,233514,1998-01-22,1441882,1376420,VfL Osnabrück,81,2026-07-01,,2026-06-30,6326047,,2672,81,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,https://www.transfermarkt.de/joel-abu-hanna/profil/spieler/267330,01e51242c29d743ab6a3989dc0ca8e924f4a0d6a54689ddd1ceaf6be444a22a7,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Jonathan Wensing,695943,100339,0,2004-04-05,1376347,1376420,VfL Osnabrück,81,2026-07-01,,2026-06-30,6265181,,247,81,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,https://www.transfermarkt.de/jonathan-wensing/profil/spieler/695943,9ece78bb8251816c74009147d47218dfbd0751cb91b49d6e8f6c3a691526e749,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER3,Nishan Velupillay,888140,88011,262039,2001-05-07,12779523,1376315,FC Ingolstadt 04,4795,2026-08-19,,2026-06-30,6517642,,7006,4795,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/fc-ingolstadt-04/kader/verein/4795/saison_id/2026/plus/1,9602267b250c0007efa439f83a79d1bdd5376932fbafd7a4fc5bf6bcd1c6cbc5,https://www.transfermarkt.de/nishan-velupillay/profil/spieler/888140,390dd58251d32bb31d89e9711874a3dec75804e0205a55e6a9b7377607af5e1d,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER3,Kasra Ghawilu,449961,268107,0,1999-02-11,1378814,1376347,SV Meppen,247,2026-07-01,,2026-06-30,6319596,,6776,247,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sv-meppen/kader/verein/247/saison_id/2026/plus/1,bb6dac7a3a8a8d7c79b23424ccb65850442347058ab16c823460c547dc72588a,https://www.transfermarkt.de/kasra-ghawilu/profil/spieler/449961,ef7dea57b3d46ea1a8eab1d74e6013983d3442c1c81299415652a41c8ab284d3,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER3,Gonçalo Gregório,404156,128808,248834,1995-06-14,200709,1376301,SV Waldhof Mannheim 07,85,2026-07-04,,2026-06-30,6401392,,60368,85,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sv-waldhof-mannheim/kader/verein/85/saison_id/2026/plus/1,34e998eba6b950fe72d328e27cb46b4a4d1c4b3c218c58557f9db9a44925ae39,https://www.transfermarkt.de/goncalo-gregorio/profil/spieler/404156,c68b474ada538c081787b607905ba689627a9d265471cfa9dac87baa325e7acb,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER3,Yasin Zor,924089,100534,0,2005-10-25,1376560,1376433,TSG 1899 Hoffenheim,983,2026-07-01,,2026-06-30,6272934,,1348,983,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/tsg-1899-hoffenheim-ii/kader/verein/983/saison_id/2026/plus/1,ab3835df09261faf7ddd2ed9c07b00f74ba9f141891a5f719f13e9b204f6234d,https://www.transfermarkt.de/yasin-zor/profil/spieler/924089,d8a7e78a764cb1c10e5d9f4a07cbd5f9090e33ca31ed9e4cc3ff17f71c1b9923,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
ITA1,Thomas Pompei,962246,117961,0,2006-07-04,1769573,1769477,Atalanta Bergamo,800,2026-09-01,,2026-06-30,6556161,,4031,800,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/atalanta-bergamo/kader/verein/800/saison_id/2026/plus/1,9a4c6726ef3fd829ff169f005dc5a7ca3d6336fdc310c40507e034f19f82a022,https://www.transfermarkt.de/thomas-pompei/profil/spieler/962246,c1552e4a8caaa65da7c61cbbca551fae4379691fe40a013944ea91b22a49485f,https://www.transfermarkt.de/serie-a/transfers/wettbewerb/IT1/saison_id/2026,64d949311be0dad09b95e57c83f70b538dd5848993bcd3dae3a084b20792d8c0,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
ITA1,Mohamed Malang Touré,1372355,1000018395,0,2006-12-31,0,1769500,Venezia FC,607,2026-07-01,,2025-06-30,6527730,,17257,607,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/venezia-fc/kader/verein/607/saison_id/2026/plus/1,d88fc7110893de0f0661e79b4c48d86142d14d93f73bc112159c1995caefb0e9,https://www.transfermarkt.de/mohamed-malang-toure/profil/spieler/1372355,4b91f5fdf2f484d907de80b176264d62a9a8cbc3843ef3938214ad783b92eb0b,https://www.transfermarkt.de/serie-a/transfers/wettbewerb/IT1/saison_id/2026,64d949311be0dad09b95e57c83f70b538dd5848993bcd3dae3a084b20792d8c0,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
NED1,Nordin Amrabat,55619,15607,183108,1987-03-31,8454145,2228241,FC Utrecht,200,2026-09-01,,2026-06-30,6414780,,6603,200,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/fc-utrecht/kader/verein/200/saison_id/2026/plus/1,30172180fe0b90bafc4f2d8225a407eb91445c75b04c67bdb0bfe6d096d2e552,https://www.transfermarkt.de/nordin-amrabat/profil/spieler/55619,11d3edd8c710ba7290802b0e76ec3abec6fce83f7afcaa2291a948a619c958bb,https://www.transfermarkt.de/eredivisie/transfers/wettbewerb/NL1/saison_id/2026,11dc5cade25e44ad6fb6a4fa951faaf3fb97825e83aa2704c9ddc2f99499f336,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
POR1,Fernando Nava,960584,221113,0,2004-06-08,3473412,2490378,CD Nacional,982,2026-08-11,,2026-06-30,6499940,,42208,982,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/cd-nacional/kader/verein/982/saison_id/2026/plus/1,85c1a326ea7d9109ff431c2a95c9c0488100e0183b1e7c799d926c40ecb8dba6,https://www.transfermarkt.de/fernando-nava/profil/spieler/960584,88744c6197f8e6af5d5f7ee596b405a3b46dc213de5b5caa0fe5e4e9cb607895,https://www.transfermarkt.de/liga-portugal/transfers/wettbewerb/PO1/saison_id/2026,387b98c14254a71a96aa32f796d043aff999893be0ea4725ee83d7b986855445,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
POR1,Min-kyu Song,581977,61806,248188,1999-09-12,10944515,2490378,CD Nacional,982,2026-08-30,,2026-06-30,6546033,,6500,982,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/cd-nacional/kader/verein/982/saison_id/2026/plus/1,85c1a326ea7d9109ff431c2a95c9c0488100e0183b1e7c799d926c40ecb8dba6,https://www.transfermarkt.de/min-kyu-song/profil/spieler/581977,830b49977b4c7695fc7b80919662d00e42c17ecfc3e2c9b81e685cb94ba17cfa,https://www.transfermarkt.de/liga-portugal/transfers/wettbewerb/PO1/saison_id/2026,387b98c14254a71a96aa32f796d043aff999893be0ea4725ee83d7b986855445,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
POR1,Wesley Gasolina,371967,223962,260939,2000-03-13,3552671,2490378,CD Nacional,982,2026-07-22,,2026-06-30,6447322,,2035,982,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/cd-nacional/kader/verein/982/saison_id/2026/plus/1,85c1a326ea7d9109ff431c2a95c9c0488100e0183b1e7c799d926c40ecb8dba6,https://www.transfermarkt.de/wesley-gasolina/profil/spieler/371967,21628ea80fd82251117a45961d1225236a14ead144da7fe5dc8ed80f6c5c2221,https://www.transfermarkt.de/liga-portugal/transfers/wettbewerb/PO1/saison_id/2026,387b98c14254a71a96aa32f796d043aff999893be0ea4725ee83d7b986855445,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
POR1,Si-woo Yang,1035894,276724,0,2006-09-18,1376429,2490394,CF Estrela Amadora,2431,2026-09-04,,2026-06-30,6567643,,4690,2431,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/cf-estrela-amadora/kader/verein/2431/saison_id/2026/plus/1,518e3a2e95f5774700d01db49dd50f80d4ccbc790493950412b68c785a7de654,https://www.transfermarkt.de/si-woo-yang/profil/spieler/1035894,fd7f381ca371e32c60a1ca5573c365cd4449dd4c834821d8298f034273960753,https://www.transfermarkt.de/liga-portugal/transfers/wettbewerb/PO1/saison_id/2026,387b98c14254a71a96aa32f796d043aff999893be0ea4725ee83d7b986855445,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
TUR1,Ertuğrul Taşkıran,91945,200205,194372,1989-11-05,3145783,3145765,Erzurumspor FK,39722,2026-07-17,,2026-06-30,6374844,,11282,39722,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/erzurumspor-fk/kader/verein/39722/saison_id/2026/plus/1,aaa2316b00aefef231faf95d7f3e3871f7c712aaa423cb88c256177acd6d2902,https://www.transfermarkt.de/ertugrul-taskiran/profil/spieler/91945,7eea61fbc5d7f0e6c0d4d5fc28c73b8e2e5c9c6c6719745ee429207d114e1452,https://www.transfermarkt.de/super-lig/transfers/wettbewerb/TR1/saison_id/2026,673f7a4eee1e2dc5a16d0727bf4f4c45015c921cc092e8d3b7b759b5db06f4be,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
TUR1,Gyrano Kerk,268112,235334,225653,1995-12-02,458785,3145765,Erzurumspor FK,39722,2026-07-30,,2026-06-30,6323537,,1096,39722,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/erzurumspor-fk/kader/verein/39722/saison_id/2026/plus/1,aaa2316b00aefef231faf95d7f3e3871f7c712aaa423cb88c256177acd6d2902,https://www.transfermarkt.de/gyrano-kerk/profil/spieler/268112,97b0ed6f433f100def6f7f2a5de830acb731e8e95579c73a127c586a20ee56fa,https://www.transfermarkt.de/super-lig/transfers/wettbewerb/TR1/saison_id/2026,673f7a4eee1e2dc5a16d0727bf4f4c45015c921cc092e8d3b7b759b5db06f4be,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
TUR1,Abdelhamid Sabiri,340394,282490,237499,1996-11-28,1769492,3145777,Eyüpspor,7160,2026-07-31,,2026-06-30,6474629,,430,7160,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/eyupspor/kader/verein/7160/saison_id/2026/plus/1,f4f3375da68b82c3bad1b9efcd11d29ed67584c0d829b173c80cc388820bec9c,https://www.transfermarkt.de/abdelhamid-sabiri/profil/spieler/340394,81bfd951fb80caa7e80962a5850bc73f537ceadb3787ecf5ec53e06a52a3f7fc,https://www.transfermarkt.de/super-lig/transfers/wettbewerb/TR1/saison_id/2026,673f7a4eee1e2dc5a16d0727bf4f4c45015c921cc092e8d3b7b759b5db06f4be,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
TUR1,Jawad El Yamiq,235412,77428,241775,1992-02-29,11997190,3145777,Eyüpspor,7160,2026-07-15,,2026-06-30,6343493,,142,7160,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/eyupspor/kader/verein/7160/saison_id/2026/plus/1,f4f3375da68b82c3bad1b9efcd11d29ed67584c0d829b173c80cc388820bec9c,https://www.transfermarkt.de/jawad-el-yamiq/profil/spieler/235412,7951e71935ff54a88b22f4abf24e30eb9749004c4a06632b910277a2a4cdd40c,https://www.transfermarkt.de/super-lig/transfers/wettbewerb/TR1/saison_id/2026,673f7a4eee1e2dc5a16d0727bf4f4c45015c921cc092e8d3b7b759b5db06f4be,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
TUR1,Konrad Michalak,387160,105039,240119,1997-09-19,1441832,3145777,Eyüpspor,7160,2026-07-03,,2026-06-30,6393279,,6418,7160,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/eyupspor/kader/verein/7160/saison_id/2026/plus/1,f4f3375da68b82c3bad1b9efcd11d29ed67584c0d829b173c80cc388820bec9c,https://www.transfermarkt.de/konrad-michalak/profil/spieler/387160,1effa0b8f2881894e3c254aa660e41fa879c6dbf81acb704231535dd60e4c4cd,https://www.transfermarkt.de/super-lig/transfers/wettbewerb/TR1/saison_id/2026,673f7a4eee1e2dc5a16d0727bf4f4c45015c921cc092e8d3b7b759b5db06f4be,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
TUR1,Mete Demir,282615,201012,239333,1998-05-13,3145838,3145777,Eyüpspor,7160,2026-07-24,,2026-06-30,6336868,,2463,7160,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/eyupspor/kader/verein/7160/saison_id/2026/plus/1,f4f3375da68b82c3bad1b9efcd11d29ed67584c0d829b173c80cc388820bec9c,https://www.transfermarkt.de/mete-demir/profil/spieler/282615,d771b24653aefc6d1ce1e692fbc721f17f01f2a08601fc4efeec1a38f1fe80fe,https://www.transfermarkt.de/super-lig/transfers/wettbewerb/TR1/saison_id/2026,673f7a4eee1e2dc5a16d0727bf4f4c45015c921cc092e8d3b7b759b5db06f4be,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
TUR1,Zak Jules,309041,267781,230839,1997-02-07,917551,3145777,Eyüpspor,7160,2026-07-07,,2026-06-30,6301923,,1194,7160,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/eyupspor/kader/verein/7160/saison_id/2026/plus/1,f4f3375da68b82c3bad1b9efcd11d29ed67584c0d829b173c80cc388820bec9c,https://www.transfermarkt.de/zak-jules/profil/spieler/309041,f4c4a3fbcef0e522a02d8c71c544f4811ea3ce4587f7ea511692438a40ebb76b,https://www.transfermarkt.de/super-lig/transfers/wettbewerb/TR1/saison_id/2026,673f7a4eee1e2dc5a16d0727bf4f4c45015c921cc092e8d3b7b759b5db06f4be,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
TUR1,Ömer Bayram,117586,201186,193201,1991-07-27,3145757,3145843,Kasimpasa,10484,2026-09-04,,2026-06-30,6566964,,518,10484,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/kasimpasa/kader/verein/10484/saison_id/2026/plus/1,c67384cb86e5ab0489a71469deab8847f74c6c6c97729fe8853bfdf343f41060,https://www.transfermarkt.de/omer-bayram/profil/spieler/117586,0e82e831646a9bd31a52e0df279f69db3816a0b7b00a99f99edc0a8e56feb113,https://www.transfermarkt.de/super-lig/transfers/wettbewerb/TR1/saison_id/2026,673f7a4eee1e2dc5a16d0727bf4f4c45015c921cc092e8d3b7b759b5db06f4be,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
