league,club,club_tm_id,player,player_tm_id,dob,position,shirt_number,joined,contract_until,change_notes,profile_url,source_status,database_action,source,source_sha256,snapshot_date
GER2,Hannover 96,42,Kolja Oudenne,392157,2001-11-11,Linkes Mittelfeld,29,2023-07-01,2028-06-30,[],https://www.transfermarkt.de/kolja-oudenne/profil/spieler/392157,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Karl Steinmann,907082,2005-12-13,Linkes Mittelfeld,16,2026-08-25,2027-06-30,[],https://www.transfermarkt.de/karl-steinmann/profil/spieler/907082,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Lars Gindorf,455932,2001-08-13,Offensives Mittelfeld,25,2024-04-09,2029-06-30,"[""Rückkehr nach Leihe von: Alemannia Aachen; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/lars-gindorf/profil/spieler/455932,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Alexander Vogel,993720,2006-01-13,Offensives Mittelfeld,37,2026-07-01,2029-06-30,"[""Interner Wechsel: Hannover 96 II; Datum: 01.07.2026""]",https://www.transfermarkt.de/alexander-vogel/profil/spieler/993720,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Husseyn Chakroun,1145570,2004-11-10,Linksaußen,14,2024-07-01,2027-06-30,[],https://www.transfermarkt.de/husseyn-chakroun/profil/spieler/1145570,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Yunus Ünal,1163052,2008-05-12,Linksaußen,24,2026-07-01,2030-06-30,"[""Neuzugang von: Hertha BSC U19; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/yunus-unal/profil/spieler/1163052,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Taycan Kurt,1201298,2008-05-18,Linksaußen,39,,2028-06-30,[],https://www.transfermarkt.de/taycan-kurt/profil/spieler/1201298,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Emir Sahiti,403177,1998-11-29,Rechtsaußen,44,2026-09-01,2028-06-30,"[""Neuzugang von: Hamburger SV; Datum: 01.09.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/emir-sahiti/profil/spieler/403177,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Mustapha Bundu,457728,1997-02-28,Rechtsaußen,7,2025-07-01,2028-06-30,[],https://www.transfermarkt.de/mustapha-bundu/profil/spieler/457728,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Benjamin Källman,322990,1998-06-17,Mittelstürmer,9,2025-07-01,2028-06-30,[],https://www.transfermarkt.de/benjamin-kallman/profil/spieler/322990,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Benedikt Pichler,331362,1997-07-20,Mittelstürmer,11,2025-07-01,2027-06-30,[],https://www.transfermarkt.de/benedikt-pichler/profil/spieler/331362,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Tom Hobrecht,1282776,2006-11-27,Mittelstürmer,26,2026-07-01,2029-06-30,"[""Interner Wechsel: Hannover 96 II; Datum: 01.07.2026""]",https://www.transfermarkt.de/tom-hobrecht/profil/spieler/1282776,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,Hannover 96,42,Taycan Etcibasi,1009443,2007-05-21,Mittelstürmer,28,2026-07-03,2029-06-30,"[""Neuzugang von: Borussia Dortmund U19; Datum: 03.07.2026; Ablöse: 500 Tsd. €""]",https://www.transfermarkt.de/taycan-etcibasi/profil/spieler/1009443,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f,2026-09-12
GER2,SV Darmstadt 98,105,Marcel Schuhen,93651,1993-01-13,Torwart,1,2019-07-01,,[],https://www.transfermarkt.de/marcel-schuhen/profil/spieler/93651,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Alexander Brunst,146693,1995-07-07,Torwart,30,2022-07-01,2027-06-30,[],https://www.transfermarkt.de/alexander-brunst/profil/spieler/146693,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Benedikt Börner,1008242,2006-04-10,Torwart,24,2025-07-01,,[],https://www.transfermarkt.de/benedikt-borner/profil/spieler/1008242,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Patric Pfeiffer,391742,1999-08-20,Innenverteidiger,6,2025-07-01,,[],https://www.transfermarkt.de/patric-pfeiffer/profil/spieler/391742,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Aleksandar Vukotic,398851,1995-07-22,Innenverteidiger,20,2024-07-01,,[],https://www.transfermarkt.de/aleksandar-vukotic/profil/spieler/398851,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Yannik Lührs,627356,2003-09-09,Innenverteidiger,49,2026-07-01,,"[""Neuzugang von: TSG 1899 Hoffenheim II; Datum: 01.07.2026; Ablöse: 150 Tsd. €""]",https://www.transfermarkt.de/yannik-luhrs/profil/spieler/627356,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Meldin Dreskovic,379100,1998-03-26,Innenverteidiger,14,2025-02-03,,"[""Rückkehr nach Leihe von: Nyíregyháza Spartacus; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/meldin-dreskovic/profil/spieler/379100,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Grayson Dettoni,821066,2005-06-29,Innenverteidiger,4,2026-07-01,,"[""Neuzugang von: FC Bayern München II; Datum: 01.07.2026; Ablöse: 250 Tsd. €""]",https://www.transfermarkt.de/grayson-dettoni/profil/spieler/821066,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Max Pfister,1131113,2007-04-03,Innenverteidiger,45,2026-07-01,2027-06-30,"[""Interner Wechsel: SV Darmstadt 98 II; Datum: 01.07.2026""]",https://www.transfermarkt.de/max-pfister/profil/spieler/1131113,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Fabian Nürnberger,349433,1999-07-28,Linker Verteidiger,15,2023-07-01,,[],https://www.transfermarkt.de/fabian-nurnberger/profil/spieler/349433,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Raoul Petretta,243878,1997-03-24,Linker Verteidiger,18,2026-01-20,,[],https://www.transfermarkt.de/raoul-petretta/profil/spieler/243878,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Florian Kleinhansl,448027,2000-08-11,Linker Verteidiger,3,2026-07-15,,"[""Neuzugang von: 1.FC Kaiserslautern; Datum: 15.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/florian-kleinhansl/profil/spieler/448027,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,William Mikelbrencis,743500,2004-02-25,Rechter Verteidiger,25,2026-08-29,,"[""Neuzugang von: Hamburger SV; Datum: 29.08.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/william-mikelbrencis/profil/spieler/743500,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Matthias Bader,237162,1997-06-17,Rechter Verteidiger,26,2020-01-31,,[],https://www.transfermarkt.de/matthias-bader/profil/spieler/237162,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Christopher Lannert,326921,1998-06-08,Rechter Verteidiger,28,2026-07-16,2029-06-30,"[""Neuzugang von: Arminia Bielefeld; Datum: 16.07.2026; Ablöse: 200 Tsd. €""]",https://www.transfermarkt.de/christopher-lannert/profil/spieler/326921,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Hiroki Akiyama,627533,2000-12-09,Defensives Mittelfeld,16,2026-07-01,,"[""Neuzugang von: Albirex Niigata; Datum: 01.07.2026; Ablöse: 250 Tsd. €""]",https://www.transfermarkt.de/hiroki-akiyama/profil/spieler/627533,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Kai Klefisch,332624,1999-12-03,Defensives Mittelfeld,17,2024-07-01,,[],https://www.transfermarkt.de/kai-klefisch/profil/spieler/332624,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Carlo Sickinger,282163,1997-07-29,Defensives Mittelfeld,23,2026-07-20,,"[""Neuzugang von: SV 07 Elversberg; Datum: 20.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/carlo-sickinger/profil/spieler/282163,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Merveille Papela,405689,2001-01-18,Zentrales Mittelfeld,21,2024-07-01,,[],https://www.transfermarkt.de/merveille-papela/profil/spieler/405689,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Marco Richter,279009,1997-11-24,Offensives Mittelfeld,5,2026-09-10,,"[""Neuzugang von: Vereinslos; Datum: 10.09.2026; Ablöse: -""]",https://www.transfermarkt.de/marco-richter/profil/spieler/279009,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Lance Duijvestijn,378316,1999-01-15,Offensives Mittelfeld,41,2026-07-01,,"[""Neuzugang von: Sparta Rotterdam; Datum: 01.07.2026; Ablöse: 800 Tsd. €""]",https://www.transfermarkt.de/lance-duijvestijn/profil/spieler/378316,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Lars Kehl,527278,2002-04-08,Offensives Mittelfeld,22,2026-07-01,,"[""Neuzugang von: VfL Osnabrück; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/lars-kehl/profil/spieler/527278,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Nicolas Verkooijen,1024747,2006-12-05,Offensives Mittelfeld,10,2026-07-01,,"[""Neuzugang von: PSV Eindhoven II; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/nicolas-verkooijen/profil/spieler/1024747,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Milian Herbst,1191425,2008-02-23,Offensives Mittelfeld,47,2026-07-01,2027-06-30,"[""Interner Wechsel: SV Darmstadt 98 II; Datum: 01.07.2026""]",https://www.transfermarkt.de/milian-herbst/profil/spieler/1191425,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Luca Marseiler,339057,1997-02-18,Linksaußen,8,2024-07-01,,[],https://www.transfermarkt.de/luca-marseiler/profil/spieler/339057,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Yosuke Furukawa,957535,2003-07-16,Linksaußen,44,2025-07-01,,[],https://www.transfermarkt.de/yosuke-furukawa/profil/spieler/957535,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Ibrahim El Kadiri,508642,2002-01-23,Linksaußen,11,2026-07-01,,"[""Neuzugang von: De Graafschap Doetinchem; Datum: 01.07.2026; Ablöse: 500 Tsd. €""]",https://www.transfermarkt.de/ibrahim-el-kadiri/profil/spieler/508642,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Noah Weißhaupt,392163,2001-09-20,Rechtsaußen,7,2026-07-01,2030-06-30,"[""Neuzugang von: SC Freiburg; Datum: 01.07.2026; Ablöse: 500 Tsd. €""]",https://www.transfermarkt.de/noah-weisshaupt/profil/spieler/392163,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Manolo Merx,1125031,2008-08-20,Rechtsaußen,48,2026-07-01,2027-06-30,"[""Interner Wechsel: SV Darmstadt 98 U19; Datum: 01.07.2026""]",https://www.transfermarkt.de/manolo-merx/profil/spieler/1125031,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Milan Smit,703772,2003-02-13,Mittelstürmer,36,2026-08-14,2027-06-30,[],https://www.transfermarkt.de/milan-smit/profil/spieler/703772,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Ho-jae Lee,545501,2000-10-14,Mittelstürmer,9,2026-07-29,,"[""Neuzugang von: Pohang Steelers; Datum: 29.07.2026; Ablöse: 400 Tsd. €""]",https://www.transfermarkt.de/ho-jae-lee/profil/spieler/545501,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,SV Darmstadt 98,105,Fynn Lakenmacher,528856,2000-05-10,Mittelstürmer,19,2024-07-01,2027-06-30,[],https://www.transfermarkt.de/fynn-lakenmacher/profil/spieler/528856,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER2,1. FC Kaiserslautern,2,Julian Krahl,337082,2000-01-22,Torwart,1,2022-07-01,,[],https://www.transfermarkt.de/julian-krahl/profil/spieler/337082,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Enis Kamga,1144518,2007-07-08,Torwart,40,2025-07-01,,[],https://www.transfermarkt.de/enis-kamga/profil/spieler/1144518,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Yannick Onohiol,1037925,2004-08-21,Torwart,34,2026-07-01,,"[""Neuzugang von: TSG 1899 Hoffenheim II; Datum: 01.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/yannick-onohiol/profil/spieler/1037925,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Maxwell Gyamfi,452078,2000-01-18,Innenverteidiger,4,2025-07-01,,[],https://www.transfermarkt.de/maxwell-gyamfi/profil/spieler/452078,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Jacob Rasmussen,283233,1997-05-28,Innenverteidiger,14,2026-01-30,,[],https://www.transfermarkt.de/jacob-rasmussen/profil/spieler/283233,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Jan Elvedi,322506,1996-09-30,Innenverteidiger,33,2023-07-01,2028-06-30,"[""Rückkehr nach Leihe von: SpVgg Greuther Fürth; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/jan-elvedi/profil/spieler/322506,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Kelven Frees,934529,2005-02-03,Innenverteidiger,5,2026-07-07,2027-06-30,[],https://www.transfermarkt.de/kelven-frees/profil/spieler/934529,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Mika Haas,924087,2005-08-11,Linker Verteidiger,22,2024-07-01,,[],https://www.transfermarkt.de/mika-haas/profil/spieler/924087,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Alex Murphy,900601,2004-06-25,Linker Verteidiger,3,2026-08-11,2027-06-30,[],https://www.transfermarkt.de/alex-murphy/profil/spieler/900601,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Paul Joly,806168,2000-06-07,Rechter Verteidiger,26,2026-07-01,2029-06-30,"[""Neuzugang von: AJ Auxerre; Datum: 01.07.2026; Ablöse: 1,25 Mio. €""]",https://www.transfermarkt.de/paul-joly/profil/spieler/806168,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Simon Asta,392131,2001-01-25,Rechter Verteidiger,2,2025-07-01,,[],https://www.transfermarkt.de/simon-asta/profil/spieler/392131,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Fabian Kunze,334186,1998-06-14,Defensives Mittelfeld,6,2025-07-01,,[],https://www.transfermarkt.de/fabian-kunze/profil/spieler/334186,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Leon Robinson,521142,2001-07-11,Defensives Mittelfeld,37,2024-07-01,,[],https://www.transfermarkt.de/leon-robinson/profil/spieler/521142,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,David Schramm,932375,2006-06-28,Defensives Mittelfeld,41,2026-07-01,,"[""Interner Wechsel: 1.FC Kaiserslautern II; Datum: 01.07.2026""]",https://www.transfermarkt.de/david-schramm/profil/spieler/932375,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
GER2,1. FC Kaiserslautern,2,Semih Sahin,566857,1999-12-22,Zentrales Mittelfeld,8,2025-07-01,,[],https://www.transfermarkt.de/semih-sahin/profil/spieler/566857,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,2026-09-12
