league,club_name,external_club_id,player_name,external_player_id,dob,status,review_reason,classification,transfer_type,old_club_id,new_club_id,fm_id,fifa_id,source_url,source_sha256
GER1,Hamburger SV,41,Albert Grønbaek,503866,2001-05-23,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,PERMANENT,1769510,1376267,285841,256949,https://www.transfermarkt.de/hamburger-sv/kader/verein/41/saison_id/2026/plus/1,b64691692e6ee125bc166e1e2f2766b5b1648b8f0d8bf0281ff1575f23bed386
GER1,Hamburger SV,41,Otto Stange,1058520,2007-02-09,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,1376432,1376267,276431,279213,https://www.transfermarkt.de/hamburger-sv/kader/verein/41/saison_id/2026/plus/1,b64691692e6ee125bc166e1e2f2766b5b1648b8f0d8bf0281ff1575f23bed386
GER1,1. FC Köln,3,Jahmai Simpson-Pusey,942497,2005-11-04,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,PERMANENT,2752513,1376275,289228,75577,https://www.transfermarkt.de/1-fc-koln/kader/verein/3/saison_id/2026/plus/1,12a14d27346ee235b404e134f85a38d7a6bdd54c78b986e25f49d9688db94c53
GER1,1. FC Köln,3,Borna Sosa,293194,1998-01-21,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,917535,1376275,265166,243388,https://www.transfermarkt.de/1-fc-koln/kader/verein/3/saison_id/2026/plus/1,12a14d27346ee235b404e134f85a38d7a6bdd54c78b986e25f49d9688db94c53
GER1,1. FC Köln,3,Tom Krauß,405687,2001-06-22,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,PERMANENT,1376275,1376275,277512,251392,https://www.transfermarkt.de/1-fc-koln/kader/verein/3/saison_id/2026/plus/1,12a14d27346ee235b404e134f85a38d7a6bdd54c78b986e25f49d9688db94c53
GER1,1. FC Köln,3,Mikey Moore,1011147,2007-08-11,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,2752517,1376275,288892,72159,https://www.transfermarkt.de/1-fc-koln/kader/verein/3/saison_id/2026/plus/1,12a14d27346ee235b404e134f85a38d7a6bdd54c78b986e25f49d9688db94c53
GER1,1. FC Köln,3,Thijs Dallinga,538964,2000-08-03,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1769478,1376275,283136,252021,https://www.transfermarkt.de/1-fc-koln/kader/verein/3/saison_id/2026/plus/1,12a14d27346ee235b404e134f85a38d7a6bdd54c78b986e25f49d9688db94c53
GER1,1. FC Köln,3,Imad Rondic,464154,1999-02-16,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,LOAN_RETURN,2424906,1376275,148162,276735,https://www.transfermarkt.de/1-fc-koln/kader/verein/3/saison_id/2026/plus/1,12a14d27346ee235b404e134f85a38d7a6bdd54c78b986e25f49d9688db94c53
GER1,SV Werder Bremen,86,Karl Hein,493513,2002-04-13,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,PERMANENT,1376271,1376271,280796,248732,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Stefan Smarkalev,1025989,2007-05-14,REVIEW_REQUIRED,Identity unresolved,CONFLICT,UNVERIFIED,,1376271,280816,79461,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Niklas Stark,162434,1995-04-14,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376271,1376271,280794,212977,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Moussa Ndiaye,649022,2002-06-18,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,458766,1376271,235252,271563,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Arthur,977464,2003-03-17,REVIEW_REQUIRED,DFB roster contradicts current Transfermarkt affiliation,AMBIGUOUS,LOAN,1376261,1376271,277069,275028,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Youri Regeer,559324,2003-08-18,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,2228227,1376271,295674,265390,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Dariusz Stalmach,826795,2005-12-08,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376373,1376271,276326,265580,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Darwin Soylu,1071244,2007-03-23,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376274,1376271,100029,0,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Eren Dinkçi,645774,2001-12-13,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1376270,1376271,277861,258316,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Paul Erevbenagie,1080555,2007-08-19,REVIEW_REQUIRED,Identity unresolved,MISSING_FROM_FM,UNVERIFIED,,1376271,,,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Niclas Füllkrug,75489,1993-02-09,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,917511,1376271,263481,205431,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Salim Musah,1042472,2006-02-22,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376271,1376271,280810,79455,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,SV Werder Bremen,86,Dawid Kownacki,208167,1997-03-14,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,LOAN_RETURN,1376269,1376271,272183,221168,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e
GER1,FC Schalke 04,33,Maximilian Wöber,263361,1998-02-04,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,PERMANENT,1376271,1376266,280791,231838,https://www.transfermarkt.de/fc-schalke-04/kader/verein/33/saison_id/2026/plus/1,a9ed4724b397b1d2e983c42cd58b22eee88dad2e22e96a26bd8a21ee813c34b7
GER1,FC Schalke 04,33,Robin Gosens,273132,1994-07-05,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1769492,1376266,282471,223697,https://www.transfermarkt.de/fc-schalke-04/kader/verein/33/saison_id/2026/plus/1,a9ed4724b397b1d2e983c42cd58b22eee88dad2e22e96a26bd8a21ee813c34b7
GER1,FC Schalke 04,33,Dejan Ljubicic,287188,1997-10-08,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,655362,1376266,263376,240916,https://www.transfermarkt.de/fc-schalke-04/kader/verein/33/saison_id/2026/plus/1,a9ed4724b397b1d2e983c42cd58b22eee88dad2e22e96a26bd8a21ee813c34b7
GER1,FC Schalke 04,33,Junior Dina Ebimbe,536482,2000-11-21,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,PERMANENT,1179685,1376266,291187,248573,https://www.transfermarkt.de/fc-schalke-04/kader/verein/33/saison_id/2026/plus/1,a9ed4724b397b1d2e983c42cd58b22eee88dad2e22e96a26bd8a21ee813c34b7
GER1,FC Schalke 04,33,Adil Aouchiche,569385,2002-07-15,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,2752524,1376266,289289,253102,https://www.transfermarkt.de/fc-schalke-04/kader/verein/33/saison_id/2026/plus/1,a9ed4724b397b1d2e983c42cd58b22eee88dad2e22e96a26bd8a21ee813c34b7
GER1,FC Schalke 04,33,Hee-chan Hwang,292246,1996-01-26,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,917547,1376266,23747,226380,https://www.transfermarkt.de/fc-schalke-04/kader/verein/33/saison_id/2026/plus/1,a9ed4724b397b1d2e983c42cd58b22eee88dad2e22e96a26bd8a21ee813c34b7
GER1,FC Schalke 04,33,Edin Dzeko,28396,1986-03-17,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,1769492,1376266,282478,180930,https://www.transfermarkt.de/fc-schalke-04/kader/verein/33/saison_id/2026/plus/1,a9ed4724b397b1d2e983c42cd58b22eee88dad2e22e96a26bd8a21ee813c34b7
GER1,SV Elversberg,64,Lukasz Poreba,532169,2000-03-13,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,PERMANENT,1376432,1376432,276417,246301,https://www.transfermarkt.de/sv-07-elversberg/kader/verein/64/saison_id/2026/plus/1,ac54bb8cfcfed8b072f1b208573d831ba987c384a94a38fe45024bff098be56e
GER1,SV Elversberg,64,Francis Onyeka,929943,2007-04-29,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1376273,1376432,275301,70037,https://www.transfermarkt.de/sv-07-elversberg/kader/verein/64/saison_id/2026/plus/1,ac54bb8cfcfed8b072f1b208573d831ba987c384a94a38fe45024bff098be56e
GER1,SV Elversberg,64,Noah Darvich,897480,2006-09-25,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1376272,1376432,277667,275436,https://www.transfermarkt.de/sv-07-elversberg/kader/verein/64/saison_id/2026/plus/1,ac54bb8cfcfed8b072f1b208573d831ba987c384a94a38fe45024bff098be56e
GER1,SV Elversberg,64,Maurice Krattenmacher,829316,2005-08-11,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,PERMANENT,1376269,1376432,272192,268916,https://www.transfermarkt.de/sv-07-elversberg/kader/verein/64/saison_id/2026/plus/1,ac54bb8cfcfed8b072f1b208573d831ba987c384a94a38fe45024bff098be56e
GER1,SV Elversberg,64,Raif Adam,910538,2005-09-07,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,1376267,1376432,287895,247955,https://www.transfermarkt.de/sv-07-elversberg/kader/verein/64/saison_id/2026/plus/1,ac54bb8cfcfed8b072f1b208573d831ba987c384a94a38fe45024bff098be56e
GER1,SV Elversberg,64,Noel Futkeu,675535,2002-12-06,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1376288,1376432,275406,276660,https://www.transfermarkt.de/sv-07-elversberg/kader/verein/64/saison_id/2026/plus/1,ac54bb8cfcfed8b072f1b208573d831ba987c384a94a38fe45024bff098be56e
GER1,SV Elversberg,64,David Mokwa,974894,2004-05-03,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,1376433,1376432,280196,76133,https://www.transfermarkt.de/sv-07-elversberg/kader/verein/64/saison_id/2026/plus/1,ac54bb8cfcfed8b072f1b208573d831ba987c384a94a38fe45024bff098be56e
GER1,SC Paderborn 07,127,Nahuel Noll,600942,2003-03-17,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1376268,1376421,275750,262322,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Mattes Hansen,694132,2004-05-15,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376421,1376421,275862,276371,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Tjark Scheller,509650,2002-01-12,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376421,1376421,275866,278178,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Jano ter Horst,606113,2002-06-19,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376419,1376421,276088,276287,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Tristan Zobel,798091,2003-10-04,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,LOAN_RETURN,1376277,1376421,272675,77764,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Laurin Ulrich,717465,2005-01-31,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1376373,1376421,276313,270901,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Sebastian Klaas,378424,1998-06-30,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376421,1376421,275867,239925,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Luka Duric,685484,2003-06-18,REVIEW_REQUIRED,"Unique identity, dated current roster and valid contract chronology; transfer event required for club change; existing native contract end retained because current source end is missing",TRANSFER_IN,PERMANENT,1376433,1376421,,0,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Laurin Curda,516978,2001-10-30,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376421,1376421,275865,276367,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Clemens Lippmann,1148887,2006-06-29,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376291,1376421,269699,76291,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Deniz Zeitler,1108022,2006-12-13,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1376433,1376421,280198,279116,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Oliver Batista Meier,406614,2001-02-16,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376419,1376421,276085,244024,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Albert Millgramm,814986,2004-11-12,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376373,1376421,288558,0,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER1,SC Paderborn 07,127,Rayan Philippe,694507,2000-10-23,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1376267,1376421,275632,251961,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde
GER2,VfL Wolfsburg,82,Jonas Adjetey,734676,2003-12-13,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,3080195,1376274,295337,276634,https://www.transfermarkt.de/vfl-wolfsburg/kader/verein/82/saison_id/2026/plus/1,0d671e8b1f26fd27a90d4507455627094aa5ed12d9869e4c7dc8c2b2573eb1ef
GER2,VfL Wolfsburg,82,Cleiton,943237,2003-04-25,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,3538947,1376274,232087,0,https://www.transfermarkt.de/vfl-wolfsburg/kader/verein/82/saison_id/2026/plus/1,0d671e8b1f26fd27a90d4507455627094aa5ed12d9869e4c7dc8c2b2573eb1ef
GER2,VfL Wolfsburg,82,Saël Kumbedi,951579,2005-03-26,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,UNVERIFIED,1376274,1376274,100008,268312,https://www.transfermarkt.de/vfl-wolfsburg/kader/verein/82/saison_id/2026/plus/1,0d671e8b1f26fd27a90d4507455627094aa5ed12d9869e4c7dc8c2b2573eb1ef
GER2,VfL Wolfsburg,82,Aster Vranckx,503881,2002-10-04,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,LOAN_RETURN,1769542,1376274,287365,252027,https://www.transfermarkt.de/vfl-wolfsburg/kader/verein/82/saison_id/2026/plus/1,0d671e8b1f26fd27a90d4507455627094aa5ed12d9869e4c7dc8c2b2573eb1ef
GER2,VfL Wolfsburg,82,Yannick Gerhardt,119277,1994-03-13,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376274,1376274,100000,212245,https://www.transfermarkt.de/vfl-wolfsburg/kader/verein/82/saison_id/2026/plus/1,0d671e8b1f26fd27a90d4507455627094aa5ed12d9869e4c7dc8c2b2573eb1ef
GER2,VfL Wolfsburg,82,Alessio Besio,659278,2004-03-18,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,PERMANENT,1376406,1376274,271443,263748,https://www.transfermarkt.de/vfl-wolfsburg/kader/verein/82/saison_id/2026/plus/1,0d671e8b1f26fd27a90d4507455627094aa5ed12d9869e4c7dc8c2b2573eb1ef
GER2,VfL Wolfsburg,82,Trevor Benedict,1029413,2007-04-04,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,PERMANENT,1376274,1376274,100015,0,https://www.transfermarkt.de/vfl-wolfsburg/kader/verein/82/saison_id/2026/plus/1,0d671e8b1f26fd27a90d4507455627094aa5ed12d9869e4c7dc8c2b2573eb1ef
GER2,VfL Wolfsburg,82,Alexander Bernhardsson,633454,1998-09-08,REVIEW_REQUIRED,DFB roster contradicts current Transfermarkt affiliation,AMBIGUOUS,PERMANENT,1376418,1376274,100085,255459,https://www.transfermarkt.de/vfl-wolfsburg/kader/verein/82/saison_id/2026/plus/1,0d671e8b1f26fd27a90d4507455627094aa5ed12d9869e4c7dc8c2b2573eb1ef
GER2,VfL Wolfsburg,82,Kento Shiogai,1144627,2005-03-26,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,2228235,1376274,293908,74879,https://www.transfermarkt.de/vfl-wolfsburg/kader/verein/82/saison_id/2026/plus/1,0d671e8b1f26fd27a90d4507455627094aa5ed12d9869e4c7dc8c2b2573eb1ef
GER2,1. FC Heidenheim 1846,2036,Christian Conteh,530298,1999-08-27,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,1376426,1376302,275171,248765,https://www.transfermarkt.de/1-fc-heidenheim-1846/kader/verein/2036/saison_id/2026/plus/1,36e24e4c10d034372cc86f2815daf3eafd1f3551697053d3716bf14e8bbbab12
GER2,1. FC Heidenheim 1846,2036,Alessandro Vogt,987770,2005-02-03,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,3080196,1376302,194128,75654,https://www.transfermarkt.de/1-fc-heidenheim-1846/kader/verein/2036/saison_id/2026/plus/1,36e24e4c10d034372cc86f2815daf3eafd1f3551697053d3716bf14e8bbbab12
GER2,1. FC Heidenheim 1846,2036,Maximilian Breunig,584254,2000-08-14,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,LOAN_RETURN,1376373,1376302,276307,243537,https://www.transfermarkt.de/1-fc-heidenheim-1846/kader/verein/2036/saison_id/2026/plus/1,36e24e4c10d034372cc86f2815daf3eafd1f3551697053d3716bf14e8bbbab12
GER2,FC St. Pauli,35,Tomoya Ando,610795,1999-01-10,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,UNVERIFIED,10682387,1376425,55395,0,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,David Nemeth,451906,2001-03-18,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376425,1376425,277275,252317,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,Marcus Mathisen,268216,1996-02-27,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376373,1376425,276299,228757,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,Lars Ritzka,333903,1998-05-07,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376425,1376425,277279,237884,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,Gísli Thórdarson,825960,2004-09-12,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,2424836,1376425,148093,76294,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,Marwin Schmitz,1003534,2007-01-07,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376425,1376425,277290,75476,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,Mathias Rasmussen,268327,1997-11-25,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,458780,1376425,234988,225266,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,Nick Schmidt,1152232,2007-09-12,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376425,1376425,277294,80734,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,Branimir Hrgota,171209,1993-01-12,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376288,1376425,275403,209504,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,Youssoupha Niang,944331,2006-03-25,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1376275,1376425,289754,235312,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,Scott Banks,596821,2001-09-26,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,LOAN_RETURN,917566,1376425,257159,255312,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,FC St. Pauli,35,Taichi Hara,495752,1999-05-05,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,UNVERIFIED,10682386,1376425,55474,244089,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47
GER2,Hannover 96,42,Joschua Siewert,1307411,2009-05-24,REVIEW_REQUIRED,Identity unresolved,CONFLICT,UNVERIFIED,,1376268,,,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f
GER2,Hannover 96,42,Noah Engelbreth,908951,2005-06-12,REVIEW_REQUIRED,Identity unresolved,CONFLICT,UNVERIFIED,,1376268,275767,0,https://www.transfermarkt.de/hannover-96/kader/verein/42/saison_id/2026/plus/1,1215cddc874fab7e50402cb82ad6c5ca92f8ced09d37a9d8569043058176a32f
