league,club,player,player_tm_id,status,issues,roster_club_tm_id,profile_club_tm_id,full_name,dob,nationality,loan_owner_tm_id,owner_contract_until,profile_source,profile_sha256,roster_source,roster_sha256,snapshot_date
ESP1,Espanyol Barcelona,Rafel Bauzà,1178721,HIGH_CONFIDENCE,,714,714,Rafel Bauzà Sureda,2005-01-30,Spanien,,,https://www.transfermarkt.de/rafel-bauza/profil/spieler/1178721,a37c9f73d12d58edb849b075c7e38484a6db621e0f8b7c5c0dcd3635340fe401,https://www.transfermarkt.de/espanyol-barcelona/kader/verein/714/saison_id/2026/plus/1,f5fd71d6b5ea7b87f29f37eb3da79bb27abc3bb54aefcdd2f5ded14c3919697d,2026-09-12
ESP1,Athletic Bilbao,Johaneko Louis-Jean,926766,REVIEW_REQUIRED,CLUB_CONFLICT,621,6688,,2004-06-28,Frankreich,,,https://www.transfermarkt.de/johaneko-louis-jean/profil/spieler/926766,bd858392874d8723ed5d87390d6446ab67c8b954f5e53f69a6359e3114d11df5,https://www.transfermarkt.de/athletic-bilbao/kader/verein/621/saison_id/2026/plus/1,ab659443e6b62a44b52f2d2bddfbd8dfab1041e92d677f7ed9d83c4f59284305,2026-09-12
ESP1,Athletic Bilbao,Beñat Gerenabarrena,709214,HIGH_CONFIDENCE,,621,621,Beñat Gerenabarrena Zendoia,2003-03-29,Spanien,,,https://www.transfermarkt.de/benat-gerenabarrena/profil/spieler/709214,ccef20452b8fbb3247c77cf4342d50d473dc896331766fbfd075d10cd7fa3c72,https://www.transfermarkt.de/athletic-bilbao/kader/verein/621/saison_id/2026/plus/1,ab659443e6b62a44b52f2d2bddfbd8dfab1041e92d677f7ed9d83c4f59284305,2026-09-12
ESP1,Athletic Bilbao,Peio Canales,1056966,HIGH_CONFIDENCE,,621,621,Peio Canales Urtasun,2005-01-17,Spanien,,,https://www.transfermarkt.de/peio-canales/profil/spieler/1056966,26b4146fb0eebb9cbd5fa7bfce970d9fe6f86d51e45ed491db72e79ca1e250bd,https://www.transfermarkt.de/athletic-bilbao/kader/verein/621/saison_id/2026/plus/1,ab659443e6b62a44b52f2d2bddfbd8dfab1041e92d677f7ed9d83c4f59284305,2026-09-12
ESP1,Athletic Bilbao,Iñaki Williams,255508,HIGH_CONFIDENCE,,621,621,Iñaki Williams Arthuer,1994-06-15,Ghana Spanien,,,https://www.transfermarkt.de/inaki-williams/profil/spieler/255508,b709c23edd9e1033bcb4e33c08125f9951acbc3766cc809f40ca322888b4c8d6,https://www.transfermarkt.de/athletic-bilbao/kader/verein/621/saison_id/2026/plus/1,ab659443e6b62a44b52f2d2bddfbd8dfab1041e92d677f7ed9d83c4f59284305,2026-09-12
ESP1,FC Sevilla,Nico Guillén,1236856,REVIEW_REQUIRED,CLUB_CONFLICT,368,8519,Nicolás Guillén Peguero,2008-01-30,Spanien,,,https://www.transfermarkt.de/nico-guillen/profil/spieler/1236856,95331918bf6249d0f586318e87a537aa07fceabab78de1a0f6b706c93a162f88,https://www.transfermarkt.de/fc-sevilla/kader/verein/368/saison_id/2026/plus/1,3d82cb81b17e3c88b8c27f6603b222e965a349dcb68187b46e8ce65da5194abd,2026-09-12
ESP1,UD Levante,Marc Santos,1476132,HIGH_CONFIDENCE,,3368,3368,Marc Santos Gavilán,2010-11-09,Spanien,,,https://www.transfermarkt.de/marc-santos/profil/spieler/1476132,9eefd59fa12a70ffd0c2df812fe8fdec20e500bb50dd1c4443eb2536138933f6,https://www.transfermarkt.de/ud-levante/kader/verein/3368/saison_id/2026/plus/1,53cacbbeea38cb2a390a7eeec2d36d336b94cb75602793ff1a9bacce28891775,2026-09-12
ESP1,UD Levante,Nacho Pérez,1371830,HIGH_CONFIDENCE,,3368,3368,Nacho Pérez Gómez,2008-08-29,Spanien,,,https://www.transfermarkt.de/nacho-perez/profil/spieler/1371830,9ba7a598637306d5250875c10141e7ca55efc08ea80dca15bef47ccd4a61b397,https://www.transfermarkt.de/ud-levante/kader/verein/3368/saison_id/2026/plus/1,53cacbbeea38cb2a390a7eeec2d36d336b94cb75602793ff1a9bacce28891775,2026-09-12
ESP1,Racing Santander,Aarón Martín,251878,HIGH_CONFIDENCE,,630,630,Aarón Martín Caricol,1997-04-22,Spanien,,,https://www.transfermarkt.de/aaron-martin/profil/spieler/251878,ead1253cf35a7d20bf56286ea58488bdf222c68d055b67feb0b4a6131278d2ca,https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,2026-09-12
ESP1,Racing Santander,Pablo García,961087,HIGH_CONFIDENCE,,630,630,Pablo García Fernández,2006-06-13,Spanien,,,https://www.transfermarkt.de/pablo-garcia/profil/spieler/961087,4ddd21713de9444dee966a6331b57da617d1c596cdc834584a9a8c964c37c001,https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,2026-09-12
FRA1,RC Lens,Mezian Mesloub,1297674,HIGH_CONFIDENCE,,826,826,Mezian Soares Mesloub,2009-11-08,Portugal Frankreich,,,https://www.transfermarkt.de/mezian-mesloub/profil/spieler/1297674,73e1292611388db0b810d6c2f29b43ecb90835ed28f6f1b499ddd0ea4e548347,https://www.transfermarkt.de/rc-lens/kader/verein/826/saison_id/2026/plus/1,7fb4fc29a59ca1fd1875a851a1378fb40304c090e369d517a86f6d13f80ab3c8,2026-09-12
FRA1,LOSC Lille,Maxima Goffi,1306455,HIGH_CONFIDENCE,,1082,1082,Maxima Adeagan Goffi,2008-01-23,Frankreich,,,https://www.transfermarkt.de/maxima-goffi/profil/spieler/1306455,4cb68168f75c1429479678c7ca12b43ea284d0ed629fc2c36fa8e27655ea0bd7,https://www.transfermarkt.de/losc-lille/kader/verein/1082/saison_id/2026/plus/1,c457b219cdc4b0b325e1ffc106944f12575f34ba418b01fe14ef82f00cc6a90d,2026-09-12
FRA1,Olympique Lyon,Lassine Diarra,1071430,REVIEW_REQUIRED,CLUB_CONFLICT,1041,12764,,2002-11-11,Mali,,,https://www.transfermarkt.de/lassine-diarra/profil/spieler/1071430,e2d776c4658f827074b17a92f6a2f95a87ec70d8b9c319071b5c60ec9ec427bf,https://www.transfermarkt.de/olympique-lyon/kader/verein/1041/saison_id/2026/plus/1,d1e8c52088c164c738d95700ab10125d62a6b25b7393bf2f71320770c00926fe,2026-09-12
FRA1,AS Monaco,Jules Stawiecki,1075582,HIGH_CONFIDENCE,,162,162,,2007-04-10,Frankreich Polen,,,https://www.transfermarkt.de/jules-stawiecki/profil/spieler/1075582,0b406aa87e1bc9b40e4fd2c514441bceee57e355a057d71084033292cf6edddf,https://www.transfermarkt.de/as-monaco/kader/verein/162/saison_id/2026/plus/1,817e580f3e85d6c1f9a5e667dc7e20a43281747a6e7686ccc15a288667f05712,2026-09-12
FRA1,AS Monaco,Anis Soubeir,1307000,REVIEW_REQUIRED,CLUB_CONFLICT,162,9668,أنيس صبير,2007-05-30,Marokko Frankreich,,,https://www.transfermarkt.de/anis-soubeir/profil/spieler/1307000,86308cbaabfe142753e70a73cf9fa56cf6040f726f737dc84b9e19dd59cd27e6,https://www.transfermarkt.de/as-monaco/kader/verein/162/saison_id/2026/plus/1,817e580f3e85d6c1f9a5e667dc7e20a43281747a6e7686ccc15a288667f05712,2026-09-12
FRA1,Racing Straßburg,Oso,1032280,HIGH_CONFIDENCE,,667,667,,2003-07-09,Spanien Argentinien,,,https://www.transfermarkt.de/osotm/profil/spieler/1032280,7796f4a0b4946a70d774172577d1715aa6f07e54f4b9b505c1076a09739d1387,https://www.transfermarkt.de/racing-strassburg/kader/verein/667/saison_id/2026/plus/1,fccce58645fe78054a145422d6552e5063a2af42aa0162b26c1d373f842bfa0c,2026-09-12
FRA1,Racing Straßburg,Yaya Diémé,1133733,REVIEW_REQUIRED,CLUB_CONFLICT,667,7968,,2007-10-16,Senegal,,,https://www.transfermarkt.de/yaya-dieme/profil/spieler/1133733,612fbc5c7cff76f7218cc1b68e01d04c7ac4df648fbbff98550046d8453d69cb,https://www.transfermarkt.de/racing-strassburg/kader/verein/667/saison_id/2026/plus/1,fccce58645fe78054a145422d6552e5063a2af42aa0162b26c1d373f842bfa0c,2026-09-12
FRA1,FC Toulouse,Cristian Cásseres Jr.,467632,HIGH_CONFIDENCE,,415,415,Cristian Sleiker Cásseres Yépes,2000-01-20,Venezuela,,,https://www.transfermarkt.de/cristian-casseres-jr-/profil/spieler/467632,9711887d5dfb4b2ceba3234519a7af878ce5e4f416eddcc748a16f773094d1e9,https://www.transfermarkt.de/fc-toulouse/kader/verein/415/saison_id/2026/plus/1,d434d63fc06ac1f14a7f835fa1f97d5282df684c350fe0b4b6cc6270c93f45a3,2026-09-12
FRA1,Stade Brest 29,Romain Cagnon,272619,HIGH_CONFIDENCE,,3911,3911,,1997-05-12,Frankreich,,,https://www.transfermarkt.de/romain-cagnon/profil/spieler/272619,dd5a290c2ea07eebda93410295d4966a56c232a72a55a3218f14ee4b4ef3b29e,https://www.transfermarkt.de/stade-brest-29/kader/verein/3911/saison_id/2026/plus/1,52be2d44f637f0ec7c544f95926b9d75ac6bce6bd86bfa9e4cb57ec3bf957bda,2026-09-12
FRA1,Le Havre AC,Djibril Ouziad,1524445,REVIEW_REQUIRED,CLUB_CONFLICT,738,12278,,2009-04-27,Frankreich Algerien,,,https://www.transfermarkt.de/djibril-ouziad/profil/spieler/1524445,bdb524bb8672222875169e8a01143490e7038cd3b21e29273345a9e644db8810,https://www.transfermarkt.de/le-havre-ac/kader/verein/738/saison_id/2026/plus/1,c689367405332b2d53df382c7e86172b8f1c4f1721cf694d45fd4f70cea2659b,2026-09-12
FRA1,AJ Auxerre,Louis Mezerette,1167216,REVIEW_REQUIRED,CLUB_CONFLICT,290,10820,,2006-08-30,Frankreich,,,https://www.transfermarkt.de/louis-mezerette/profil/spieler/1167216,2f3e4c0da4bb9f2d47d491767dd62d9ff2b4f9768968b581613fcaf816bc41d1,https://www.transfermarkt.de/aj-auxerre/kader/verein/290/saison_id/2026/plus/1,bc56be6a329e8d45adc245c1a0891dc5af443b78ade6319a110e2ae8c5f635c2,2026-09-12
FRA1,AJ Auxerre,Alvin Petit Dol,1144938,REVIEW_REQUIRED,CLUB_CONFLICT,290,10820,,2006-11-07,Frankreich Haiti,,,https://www.transfermarkt.de/alvin-petit-dol/profil/spieler/1144938,da09fb7cccd224b43d874c74cc7fa54e7fb7e005358a15c3ec69d38d106121cf,https://www.transfermarkt.de/aj-auxerre/kader/verein/290/saison_id/2026/plus/1,bc56be6a329e8d45adc245c1a0891dc5af443b78ade6319a110e2ae8c5f635c2,2026-09-12
FRA1,AJ Auxerre,Ryan Rodin,1010856,REVIEW_REQUIRED,CLUB_CONFLICT,290,10820,,2006-03-02,Frankreich Martinique,,,https://www.transfermarkt.de/ryan-rodin/profil/spieler/1010856,f4eefaa1864618113b417b612bedcb277fdd53f750dbff501572a659db138556,https://www.transfermarkt.de/aj-auxerre/kader/verein/290/saison_id/2026/plus/1,bc56be6a329e8d45adc245c1a0891dc5af443b78ade6319a110e2ae8c5f635c2,2026-09-12
FRA1,AJ Auxerre,Xiangxin Wei,1265965,HIGH_CONFIDENCE,,290,290,魏祥鑫,2008-03-05,China,,,https://www.transfermarkt.de/xiangxin-wei/profil/spieler/1265965,35abc1571293fccfc3d2bdfdf0fb6971afa3a21f58bda6d7dc5e87015c19d09a,https://www.transfermarkt.de/aj-auxerre/kader/verein/290/saison_id/2026/plus/1,bc56be6a329e8d45adc245c1a0891dc5af443b78ade6319a110e2ae8c5f635c2,2026-09-12
FRA1,ESTAC Troyes,Noah Donkor,1119840,HIGH_CONFIDENCE,,1095,1095,Noah Donkor Znamensky,2006-11-25,Frankreich Ghana,,,https://www.transfermarkt.de/noah-donkor/profil/spieler/1119840,92241be389eda3c808aaf40159444a3e8eb2ed799fca45eb239227b0122ddaaa,https://www.transfermarkt.de/estac-troyes/kader/verein/1095/saison_id/2026/plus/1,3de2a4a4e2246fa33a1e94b81459db264308feb0d186d61173bb4ee72e627faa,2026-09-12
FRA1,ESTAC Troyes,Idrissa Soukouna,1364925,HIGH_CONFIDENCE,,1095,1095,,2008-08-10,Frankreich Mali,,,https://www.transfermarkt.de/idrissa-soukouna/profil/spieler/1364925,52147ee4169f173566782185ad0f4c6474f91f70abb92060ca4c204c6b2da1ba,https://www.transfermarkt.de/estac-troyes/kader/verein/1095/saison_id/2026/plus/1,3de2a4a4e2246fa33a1e94b81459db264308feb0d186d61173bb4ee72e627faa,2026-09-12
FRA1,ESTAC Troyes,Yacouba Koné,1523861,HIGH_CONFIDENCE,,1095,1095,,2007-06-21,Elfenbeinküste,,,https://www.transfermarkt.de/yacouba-kone/profil/spieler/1523861,6998e422c4a7fc1c8c302e0b08f793f5827df38d00cd2c512121aa9c62242cba,https://www.transfermarkt.de/estac-troyes/kader/verein/1095/saison_id/2026/plus/1,3de2a4a4e2246fa33a1e94b81459db264308feb0d186d61173bb4ee72e627faa,2026-09-12
FRA1,ESTAC Troyes,Christ Batola,1337539,HIGH_CONFIDENCE,,1095,1095,Christ Brunel Neyjunior Batola,2009-06-03,Frankreich Kongo,,,https://www.transfermarkt.de/christ-batola/profil/spieler/1337539,72bfa3abe4cc1ea98636d87ec6fa451434360b9459a0fb2462d70fcebfb7757b,https://www.transfermarkt.de/estac-troyes/kader/verein/1095/saison_id/2026/plus/1,3de2a4a4e2246fa33a1e94b81459db264308feb0d186d61173bb4ee72e627faa,2026-09-12
FRA1,FC Le Mans,João Almeida,1092429,HIGH_CONFIDENCE,,1164,1164,João Vitor da Silva Almeida,2006-01-16,Brasilien,776,2029-12-31,https://www.transfermarkt.de/joao-almeida/profil/spieler/1092429,fa7798339c434e483515172215b79c29ba6f375f172cb3a236187baa39aa19c6,https://www.transfermarkt.de/fc-le-mans/kader/verein/1164/saison_id/2026/plus/1,3a1590b4702d0adc2e4906566f51e78d043b0e625e92b825b4e3d1a572fd483c,2026-09-12
ITA1,Juventus Turin,Augusto Owusu,925845,HIGH_CONFIDENCE,,506,506,Augusto Seedorf Owusu,2005-01-28,Italien Ghana,,,https://www.transfermarkt.de/augusto-owusu/profil/spieler/925845,27d1a74bdab538ceef5a6a8dd34d54a0004325ca0cca82eb492c8f8697dd0a47,https://www.transfermarkt.de/juventus-turin/kader/verein/506/saison_id/2026/plus/1,0009d8e86a1fcff175fb368bcdc9cac816372b11375dc9917e504e11cc3f9b54,2026-09-12
ITA1,FC Bologna,Marco Libra,1311378,HIGH_CONFIDENCE,,1025,1025,Marco Libra Alvarado,2008-03-21,Venezuela Italien,,,https://www.transfermarkt.de/marco-libra/profil/spieler/1311378,f786ad69002de47e9b6be74db4a0d6ca257c54590df739c0a3bab9d727fc645a,https://www.transfermarkt.de/fc-bologna/kader/verein/1025/saison_id/2026/plus/1,0110cf99718c64dae936d9a4905057d288279fe8328651a47c3a519a8bb10c74,2026-09-12
ITA1,Lazio Rom,Diogo Leite,357156,HIGH_CONFIDENCE,,398,398,Diogo Filipe Monteiro Pinto Leite,1999-01-23,Portugal,,,https://www.transfermarkt.de/diogo-leite/profil/spieler/357156,fb9a62d231468581a02ac4042276e179fcfc8510d14f902f597a3cf6e1936ee9,https://www.transfermarkt.de/lazio-rom/kader/verein/398/saison_id/2026/plus/1,9c76fbe0b5d68bfdb8d420274f6285cb7a4f149afb425f160c4bae3837bebead,2026-09-12
ITA1,Udinese Calcio,Juan Arizala,1118347,HIGH_CONFIDENCE,,410,410,Juan David Arizala Micolta,2005-10-10,Kolumbien,,,https://www.transfermarkt.de/juan-arizala/profil/spieler/1118347,f167cea88fbb52ee13cc717f64bd8bdb8df087e1553b153bcd3279c811238738,https://www.transfermarkt.de/udinese-calcio/kader/verein/410/saison_id/2026/plus/1,7fdfe70ee199497c7c8bba7f008dea4b0f8e1ab4fec8c51d19f4eb9f681c5506,2026-09-12
ITA1,FC Turin,Alessio Cacciamani,1188619,HIGH_CONFIDENCE,,416,416,,2007-06-29,Italien,,,https://www.transfermarkt.de/alessio-cacciamani/profil/spieler/1188619,b01ca4854428d8e73316745702645e60fba2ac21b3cd8954a3ea2636f42780fd,https://www.transfermarkt.de/fc-turin/kader/verein/416/saison_id/2026/plus/1,d73169d98efbcdf92ebc3fffb64ce90192a06803ac73b01c465488f442d6cf82,2026-09-12
ITA1,Cagliari Calcio,Yukinari Sugawara,405385,HIGH_CONFIDENCE,,1390,1390,菅原 由勢,2000-06-28,Japan,180,2028-06-30,https://www.transfermarkt.de/yukinari-sugawara/profil/spieler/405385,a4177a4594347e219f5795d833cf3775db22c9f8fcc132076618a330ac122ad8,https://www.transfermarkt.de/cagliari-calcio/kader/verein/1390/saison_id/2026/plus/1,4d01f720bf6b2fb484bfc759a9f95eef9ef2c8d8f167551e1c287b989aa09415,2026-09-12
ITA1,Cagliari Calcio,Demi Akarakiri,1078164,HIGH_CONFIDENCE,,1390,1390,Ademide Oreoluwa Abdulganiyu Ibuknoluwa Olamilekan Oluwajuedalo Ayomide Ishola Akarakiri,2007-09-29,England Nigeria,,,https://www.transfermarkt.de/demi-akarakiri/profil/spieler/1078164,7f01d1a4ae684ea32f49d96b1581eb93a87e86ea7d8504165781a066308336bd,https://www.transfermarkt.de/cagliari-calcio/kader/verein/1390/saison_id/2026/plus/1,4d01f720bf6b2fb484bfc759a9f95eef9ef2c8d8f167551e1c287b989aa09415,2026-09-12
ITA1,AC Florenz,Federico Croci,1350478,HIGH_CONFIDENCE,,430,430,,2010-07-01,Italien,,,https://www.transfermarkt.de/federico-croci/profil/spieler/1350478,e3f76244fae670148911a4ad609da7942d6140964f72b79447a3ecf089030b47,https://www.transfermarkt.de/ac-florenz/kader/verein/430/saison_id/2026/plus/1,5857be8fdb4f3fc0db1b4cdc9b4c664d3e7e976dd4b535b833de0fc4b70e26fc,2026-09-12
ITA1,Genua CFC,Robinho Junior,1355385,HIGH_CONFIDENCE,,252,252,,2007-12-17,Brasilien,221,2031-03-30,https://www.transfermarkt.de/robinho-junior/profil/spieler/1355385,10ff84d2ce60699050a661d46b8afedf1c9c90209555415ba3eabd9f5957a1eb,https://www.transfermarkt.de/genua-cfc/kader/verein/252/saison_id/2026/plus/1,28831c70a8bf2f1d0e0c5e7801240ba62008e42be2eb8761306fafe7c05e7da1,2026-09-12
ITA1,US Lecce,Alexandru Borbei,667640,HIGH_CONFIDENCE,,1005,1005,Alexandru Gabriel Borbei,2003-06-27,Rumänien,,,https://www.transfermarkt.de/alexandru-borbei/profil/spieler/667640,b8ffcaf17bf0220297f52c47ea7bef53614a397bb7f2de7118eeb3f1c9f726fd,https://www.transfermarkt.de/us-lecce/kader/verein/1005/saison_id/2026/plus/1,f70b73ab0beef18f4707e1b846172f928bd484c8e6abc3aab35570487739b4bc,2026-09-12
ITA1,US Lecce,Niko Kovač,866607,HIGH_CONFIDENCE,,1005,1005,,2005-04-08,Bosnien-Herzegowina Deutschland,,,https://www.transfermarkt.de/niko-kovac/profil/spieler/866607,1919b6387770a0e537f273e3e445d095382c24ba1e85af62416a30b794e8c017,https://www.transfermarkt.de/us-lecce/kader/verein/1005/saison_id/2026/plus/1,f70b73ab0beef18f4707e1b846172f928bd484c8e6abc3aab35570487739b4bc,2026-09-12
ITA1,US Lecce,Joël Monteiro,410787,HIGH_CONFIDENCE,,1005,1005,Joël Almada Monteiro,1999-08-05,Schweiz Portugal,,,https://www.transfermarkt.de/joel-monteiro/profil/spieler/410787,1878042742e92af23c410e1b5ea63e095d239d153f788c7750955310e1bd42e3,https://www.transfermarkt.de/us-lecce/kader/verein/1005/saison_id/2026/plus/1,f70b73ab0beef18f4707e1b846172f928bd484c8e6abc3aab35570487739b4bc,2026-09-12
ITA1,AC Monza,Eddy Kouadio,957822,HIGH_CONFIDENCE,,2919,2919,Eddy Nda Konan Kouadio,2006-05-03,Italien Elfenbeinküste,430,2030-06-30,https://www.transfermarkt.de/eddy-kouadio/profil/spieler/957822,68501dc01f8a14f0c6c9354e85ef827bc35e62a847f88f0d018ecde3aab70a4c,https://www.transfermarkt.de/ac-monza/kader/verein/2919/saison_id/2026/plus/1,8f193279202724cc57a68a08441deb0fe889b73d8d97804595e81268516bfe10,2026-09-12
NED1,Ajax Amsterdam,Abdellah Ouazane,1194905,REVIEW_REQUIRED,CLUB_CONFLICT,610,8817,عبد الله وزان,2009-01-15,Marokko Niederlande,,,https://www.transfermarkt.de/abdellah-ouazane/profil/spieler/1194905,644c5a141d656b01e2a9c93fb9d177bc438384889ec809d93fcf8fdb28d9866d,https://www.transfermarkt.de/ajax-amsterdam/kader/verein/610/saison_id/2026/plus/1,f5e17e90fd0fa7a2962da880b80d3f5be8fc736c45ff9203a638be8e951725f8,2026-09-12
NED1,AZ Alkmaar,Hessel de Wit,1024701,REVIEW_REQUIRED,CLUB_CONFLICT,1090,11368,,2007-01-08,Niederlande Suriname,,,https://www.transfermarkt.de/hessel-de-wit/profil/spieler/1024701,597baf28525e973deed38098df7db3e81da53adc636430822a8006065fbf4378,https://www.transfermarkt.de/az-alkmaar/kader/verein/1090/saison_id/2026/plus/1,531b9d310986cca2d1532dd964ed898fe77b83822fbfe9489507e4f0bf4aefc5,2026-09-12
NED1,FC Groningen,Jesper Mosselaar,1052786,REVIEW_REQUIRED,CLUB_CONFLICT,202,14725,,2005-02-14,Niederlande,,,https://www.transfermarkt.de/jesper-mosselaar/profil/spieler/1052786,3503dfbd079128d2e7d9964530e8be50d54957d60521a43c6f44c3a412bd5b68,https://www.transfermarkt.de/fc-groningen/kader/verein/202/saison_id/2026/plus/1,f0f5d8d6f23b2d3ed5dd60e9bd2366f7a483d8cdd5fc8a4003b210b61dd2451c,2026-09-12
NED1,FC Groningen,Jismerai Dillema,1024694,REVIEW_REQUIRED,CLUB_CONFLICT,202,14725,,2007-02-14,Niederlande Indonesien,,,https://www.transfermarkt.de/jismerai-dillema/profil/spieler/1024694,51b5b8e287fb292c607666450ac40f933cad5ebfa58bca54c7ab6be586e5ee1d,https://www.transfermarkt.de/fc-groningen/kader/verein/202/saison_id/2026/plus/1,f0f5d8d6f23b2d3ed5dd60e9bd2366f7a483d8cdd5fc8a4003b210b61dd2451c,2026-09-12
NED1,FC Groningen,Jahelille Hall,1174487,REVIEW_REQUIRED,CLUB_CONFLICT,202,14725,,2007-11-25,Niederlande,,,https://www.transfermarkt.de/jahelille-hall/profil/spieler/1174487,9f44543a4fd6cfcffb0df0ab971bf9111f5fe151396fcfaba2a61042aafca602,https://www.transfermarkt.de/fc-groningen/kader/verein/202/saison_id/2026/plus/1,f0f5d8d6f23b2d3ed5dd60e9bd2366f7a483d8cdd5fc8a4003b210b61dd2451c,2026-09-12
NED1,FC Utrecht,Sergio Padt,79573,HIGH_CONFIDENCE,,200,200,Sergio Vincenzo Roberto Padt,1990-06-06,Niederlande Italien,,,https://www.transfermarkt.de/sergio-padt/profil/spieler/79573,069b287429c39b2e82aa96c3e32f4067dd0c59d02be14f90124bb40de453a984,https://www.transfermarkt.de/fc-utrecht/kader/verein/200/saison_id/2026/plus/1,30172180fe0b90bafc4f2d8225a407eb91445c75b04c67bdb0bfe6d096d2e552,2026-09-12
NED1,FC Utrecht,Ferdinand Pohl,1041648,REVIEW_REQUIRED,CLUB_CONFLICT,200,17596,,2007-02-02,Deutschland,,,https://www.transfermarkt.de/ferdinand-pohl/profil/spieler/1041648,bb159da8a0df54b3fb4677d527afe3610dc26f3f1adf676db06ea238940c08b4,https://www.transfermarkt.de/fc-utrecht/kader/verein/200/saison_id/2026/plus/1,30172180fe0b90bafc4f2d8225a407eb91445c75b04c67bdb0bfe6d096d2e552,2026-09-12
NED1,Feyenoord Rotterdam,Tijme Wessels,1016034,REVIEW_REQUIRED,CLUB_CONFLICT,234,24366,,2007-02-23,Niederlande,,,https://www.transfermarkt.de/tijme-wessels/profil/spieler/1016034,221e222b60f3e0431bd3e1ffd403d01531a7f78d6d1b9f944bab21c7711ab8d4,https://www.transfermarkt.de/feyenoord-rotterdam/kader/verein/234/saison_id/2026/plus/1,0a89b967569a2864ad63a06bd5831472c80e45548525ac5b64cefc599d35295f,2026-09-12
NED1,Feyenoord Rotterdam,Jivayno Zinhagel,1242183,REVIEW_REQUIRED,CLUB_CONFLICT,234,24366,,2009-04-18,Niederlande Suriname,,,https://www.transfermarkt.de/jivayno-zinhagel/profil/spieler/1242183,078e7a3b642b60f682a79a26fa903fa41d5ca5b5f2c45e7305b7bdd714982ac0,https://www.transfermarkt.de/feyenoord-rotterdam/kader/verein/234/saison_id/2026/plus/1,0a89b967569a2864ad63a06bd5831472c80e45548525ac5b64cefc599d35295f,2026-09-12
NED1,Feyenoord Rotterdam,Jerayno Schaken,1353447,REVIEW_REQUIRED,CLUB_CONFLICT,234,24366,,2009-06-18,Niederlande Suriname,,,https://www.transfermarkt.de/jerayno-schaken/profil/spieler/1353447,050a391a6dc258088e822f1379cabdc9eecb80b69770d36cee05bfe1f582f359,https://www.transfermarkt.de/feyenoord-rotterdam/kader/verein/234/saison_id/2026/plus/1,0a89b967569a2864ad63a06bd5831472c80e45548525ac5b64cefc599d35295f,2026-09-12
NED1,Fortuna Sittard,Kaylen,810846,HIGH_CONFIDENCE,,385,385,,2004-04-05,Deutschland Brasilien,,,https://www.transfermarkt.de/kaylen/profil/spieler/810846,b186e93809e1c410f1aea6a45ae06f6e55c4c824242dd5688e149df946158333,https://www.transfermarkt.de/fortuna-sittard/kader/verein/385/saison_id/2026/plus/1,3459b44bdebecde47d2a1440be82d9c09e8f120a342ec34fc969ad1288f64fcd,2026-09-12
NED1,Fortuna Sittard,Gani Büyükhan,1491843,REVIEW_REQUIRED,CLUB_CONFLICT,385,18338,Gâni Durmuş Büyükhan,2009-10-07,Belgien Türkei,,,https://www.transfermarkt.de/gani-buyukhan/profil/spieler/1491843,38fa10a3ec300ff0b8dad2194f158c1405b9c47f00e378ab8c31fdf40a2f9a6f,https://www.transfermarkt.de/fortuna-sittard/kader/verein/385/saison_id/2026/plus/1,3459b44bdebecde47d2a1440be82d9c09e8f120a342ec34fc969ad1288f64fcd,2026-09-12
NED1,Go Ahead Eagles Deventer,Thomas Hulleman,1313181,HIGH_CONFIDENCE,,1435,1435,,2009-12-25,Niederlande,,,https://www.transfermarkt.de/thomas-hulleman/profil/spieler/1313181,acd637707ef491293fabb88a23972f2a6e67f92815baffbf401f63a2e8c38563,https://www.transfermarkt.de/go-ahead-eagles-deventer/kader/verein/1435/saison_id/2026/plus/1,9dde8a1e8b910be129c1938f1ab5cb614c94aaafe9ae1f3969e144108e3149a1,2026-09-12
NED1,Go Ahead Eagles Deventer,Dani Tijman,1309041,HIGH_CONFIDENCE,,1435,1435,,2006-06-13,Niederlande,,,https://www.transfermarkt.de/dani-tijman/profil/spieler/1309041,3d06b16de19303104c370c6285a8bb181df2ddf08665ceb30448aa5494d1659c,https://www.transfermarkt.de/go-ahead-eagles-deventer/kader/verein/1435/saison_id/2026/plus/1,9dde8a1e8b910be129c1938f1ab5cb614c94aaafe9ae1f3969e144108e3149a1,2026-09-12
NED1,Go Ahead Eagles Deventer,Terence Lantveld,1106645,HIGH_CONFIDENCE,,1435,1435,,2006-12-29,Niederlande,,,https://www.transfermarkt.de/terence-lantveld/profil/spieler/1106645,35845058014fc8be4352612983cd057aeb89ad94b69b5f8951ce7d37d3193f41,https://www.transfermarkt.de/go-ahead-eagles-deventer/kader/verein/1435/saison_id/2026/plus/1,9dde8a1e8b910be129c1938f1ab5cb614c94aaafe9ae1f3969e144108e3149a1,2026-09-12
