league,club,club_tm_id,player,player_tm_id,classification,fields,before,after,source,previous_source_sha256,current_source_sha256,confidence,note
BEL1,SK Beveren,28643,Tibe S'Jongers,1439393,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Tibe S'Jongers"", ""dob"": ""2007-04-02"", ""position"": ""Mittelfeld"", ""shirt_number"": ""75"", ""joined"": ""2026-07-01"", ""contract_until"": """", ""change_notes"": ""[\""Interner Wechsel: SK Beveren U21; Datum: 01.07.2026\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,b3c95e2c7f710498496407a581fe91c67e87f6134c3ba7a1a9fa5a334ece03ec,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,SK Beveren,28643,Arno Verschueren,250591,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""24""}",https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,b3c95e2c7f710498496407a581fe91c67e87f6134c3ba7a1a9fa5a334ece03ec,7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
FRA1,AJ Auxerre,290,Francisco Sierralta,371436,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Francisco Sierralta"", ""dob"": ""1997-05-06"", ""position"": ""Innenverteidiger"", ""shirt_number"": ""4"", ""joined"": ""2025-07-01"", ""contract_until"": ""2029-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/aj-auxerre/kader/verein/290/saison_id/2026/plus/1,ddcfe16f345fa2356877e94851a8d638bfe89474885f98a9d159b11e4fd34f49,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
FRA1,AJ Auxerre,290,Josué Casimir,763182,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Josué Casimir"", ""dob"": ""2001-09-24"", ""position"": ""Rechtsaußen"", ""shirt_number"": ""7"", ""joined"": ""2025-07-01"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/aj-auxerre/kader/verein/290/saison_id/2026/plus/1,ddcfe16f345fa2356877e94851a8d638bfe89474885f98a9d159b11e4fd34f49,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ITA1,AC Monza,2919,Eddy Kouadio,957822,SOURCE_FIELDS_CHANGED,"[""dob""]","{""dob"": ""2006-05-07""}","{""dob"": ""2006-05-03""}",https://www.transfermarkt.de/ac-monza/kader/verein/2919/saison_id/2026/plus/1,7de4c5da61ab6f770ff90ffa6d6e6619efc403469ac6a340718f2c5f20deb12e,8f193279202724cc57a68a08441deb0fe889b73d8d97804595e81268516bfe10,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Standard Lüttich,3057,Noah Sy,1165890,SOURCE_FIELDS_CHANGED,"[""joined"", ""change_notes""]","{""joined"": ""2026-08-06"", ""change_notes"": ""[\""Interner Wechsel: Standard Lüttich 16 FC; Datum: 06.08.2026\""]""}","{""joined"": ""2026-07-01"", ""change_notes"": ""[\""Interner Wechsel: Standard Lüttich 16 FC; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/standard-luttich/kader/verein/3057/saison_id/2026/plus/1,e06f6814f51bd5ff22a38bb25f79292ef127188d2ca439b4550bc7faf2e3b690,35f665c792bd0def9bfa349286927e0ef54a862cb91b5e4ab6b8ec3356dfa834,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
NED1,SC Heerenveen,306,Kirayno Schaken,1275103,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Kirayno Schaken"", ""dob"": ""2008-08-08"", ""position"": ""Rechtsaußen"", ""shirt_number"": ""47"", ""joined"": """", ""contract_until"": ""2030-06-30"", ""change_notes"": ""[]""}",https://www.transfermarkt.de/sc-heerenveen/kader/verein/306/saison_id/2026/plus/1,,c5575ac3b7544ec0b6c6c259e7a480f6feb44060499802d16479d9d38d1f4bf6,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,Sporting Lissabon,336,Geny Catamo,701979,SOURCE_FIELDS_CHANGED,"[""contract_until""]","{""contract_until"": ""2028-06-30""}","{""contract_until"": ""2029-06-30""}",https://www.transfermarkt.de/sporting-lissabon/kader/verein/336/saison_id/2026/plus/1,07477c3afa5bcaed33eb7344ce633432b929644b275ff0b4e27ccf2137642197,fce120a2b046675218521683927dd5d73c66a22ed96ac121140956eb3bee30ba,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Zulte Waregem,3508,Florian Van Bever,1314653,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Florian Van Bever"", ""dob"": ""2007-10-02"", ""position"": ""Torwart"", ""shirt_number"": ""41"", ""joined"": ""2026-07-01"", ""contract_until"": """", ""change_notes"": ""[\""Interner Wechsel: Jong Essevee; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/zulte-waregem/kader/verein/3508/saison_id/2026/plus/1,,0acbb0eca1723445958969f80be44f59778e527ba0095de244c35e56e3b9068e,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Zulte Waregem,3508,Maliq Musa,1370225,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Maliq Musa"", ""dob"": ""2008-08-17"", ""position"": ""Linksaußen"", ""shirt_number"": ""-"", ""joined"": ""2026-08-18"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/zulte-waregem/kader/verein/3508/saison_id/2026/plus/1,e421f83e264d3abdda9dc7011e2741cbe181c55db4e6c9a6ac44138a5f3e743d,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Zulte Waregem,3508,Marley Aké,682032,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""39""}","{""shirt_number"": ""11""}",https://www.transfermarkt.de/zulte-waregem/kader/verein/3508/saison_id/2026/plus/1,e421f83e264d3abdda9dc7011e2741cbe181c55db4e6c9a6ac44138a5f3e743d,0acbb0eca1723445958969f80be44f59778e527ba0095de244c35e56e3b9068e,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Zulte Waregem,3508,Malick Mbaye,707063,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""30""}","{""shirt_number"": ""10""}",https://www.transfermarkt.de/zulte-waregem/kader/verein/3508/saison_id/2026/plus/1,e421f83e264d3abdda9dc7011e2741cbe181c55db4e6c9a6ac44138a5f3e743d,0acbb0eca1723445958969f80be44f59778e527ba0095de244c35e56e3b9068e,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KV Mechelen,354,Mats Van Helden,1186566,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Mats Van Helden"", ""dob"": ""2006-06-01"", ""position"": ""Offensives Mittelfeld"", ""shirt_number"": ""49"", ""joined"": ""2026-07-01"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Interner Wechsel: Jong KV Mechelen; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KV Mechelen,354,Marco Decherf,1188222,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""30""}",https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,2a476c3f9e24bda1556956b1f3f8e113fbc67947fbb6a604f379874b4b6c2c72,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KV Mechelen,354,Yanis Asghir,1276349,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Yanis Asghir"", ""dob"": ""2009-01-05"", ""position"": ""Offensives Mittelfeld"", ""shirt_number"": ""-"", ""joined"": ""2026-07-01"", ""contract_until"": """", ""change_notes"": ""[\""Interner Wechsel: Jong KV Mechelen; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KV Mechelen,354,Simion Michez,486054,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""23""}",https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,2a476c3f9e24bda1556956b1f3f8e113fbc67947fbb6a604f379874b4b6c2c72,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KV Mechelen,354,Ryan Teague,616431,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""34""}","{""shirt_number"": ""43""}",https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,2a476c3f9e24bda1556956b1f3f8e113fbc67947fbb6a604f379874b4b6c2c72,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KV Mechelen,354,Bill Antonio,956050,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""38""}","{""shirt_number"": ""29""}",https://www.transfermarkt.de/kv-mechelen/kader/verein/354/saison_id/2026/plus/1,2a476c3f9e24bda1556956b1f3f8e113fbc67947fbb6a604f379874b4b6c2c72,def54d86d9d3b7a97807ef82c6b867bdf78c5b32694c9ea844fc271b85c916a5,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Fenerbahce,36,Rodrigo Becão,410158,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Rodrigo Becão"", ""dob"": ""1996-01-19"", ""position"": ""Innenverteidiger"", ""shirt_number"": ""50"", ""joined"": ""2023-07-20"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Rückkehr nach Leihe von: Kasimpasa; Datum: 30.06.2026; Ablöse: Leih-Ende\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/fenerbahce/kader/verein/36/saison_id/2026/plus/1,eff4b959e764178d3f626d5a5ed8b2fe03eb26b1afbfc29d44fede5c2bb83dbb,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Banik Ostrau,377,Jiri Micek,1013792,SOURCE_FIELDS_CHANGED,"[""joined"", ""change_notes""]","{""joined"": """", ""change_notes"": ""[]""}","{""joined"": ""2026-07-01"", ""change_notes"": ""[\""Interner Wechsel: FC Banik Ostrau B; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,cdafc5a4acd8431cd7301fb6cf051e97b9b0313e0b0aef4605223dab4a3e53a8,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Banik Ostrau,377,Rhodri Smith,1061048,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Rhodri Smith"", ""dob"": ""2006-09-09"", ""position"": ""Linker Verteidiger"", ""shirt_number"": ""-"", ""joined"": ""2026-09-08"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[]""}",https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Banik Ostrau,377,Dennis Owusu,518471,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Dennis Owusu"", ""dob"": ""2001-01-05"", ""position"": ""Rechtes Mittelfeld"", ""shirt_number"": ""25"", ""joined"": ""2025-01-13"", ""contract_until"": ""2027-12-31"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,cdafc5a4acd8431cd7301fb6cf051e97b9b0313e0b0aef4605223dab4a3e53a8,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Banik Ostrau,377,Jakub Elbel,673450,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Jakub Elbel"", ""dob"": ""2000-07-06"", ""position"": ""Linker Verteidiger"", ""shirt_number"": ""-"", ""joined"": ""2026-09-08"", ""contract_until"": """", ""change_notes"": ""[\""Neuzugang von: SK Sigma Olmütz; Datum: 08.09.2026; Ablöse: ablösefrei\""]""}",https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Banik Ostrau,377,David Latal,812010,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""David Latal"", ""dob"": ""2003-01-21"", ""position"": ""Mittelstürmer"", ""shirt_number"": ""11"", ""joined"": ""2025-01-01"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,cdafc5a4acd8431cd7301fb6cf051e97b9b0313e0b0aef4605223dab4a3e53a8,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Corum FK,37951,Çağlar Söyüncü,320141,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""2""}",https://www.transfermarkt.de/corum-fk/kader/verein/37951/saison_id/2026/plus/1,bcac85432a32aa53d4668b20f6d6ec1e4c4e90caf4943b477654c6cd8b50b52f,09798c50638e371505f186cb7a6cb29472c2df6e777856de0739225fb6d74803,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Erzurumspor FK,39722,Lawrence Agyekum,733410,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""77""}",https://www.transfermarkt.de/erzurumspor-fk/kader/verein/39722/saison_id/2026/plus/1,fdecf77f1b76762d98be246c56ba3e908991af1cb198eb748d1c0d00c1819df6,aaa2316b00aefef231faf95d7f3e3871f7c712aaa423cb88c256177acd6d2902,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ITA1,Lazio Rom,398,Diogo Leite,357156,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""2""}",https://www.transfermarkt.de/lazio-rom/kader/verein/398/saison_id/2026/plus/1,db340d7fff7fdb4961082097bac920cb740e234b6380f5e4b312c4601d80ed04,9c76fbe0b5d68bfdb8d420274f6285cb7a4f149afb425f160c4bae3837bebead,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ITA1,Udinese Calcio,410,David Pejičić,1009633,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""David Pejičić"", ""dob"": ""2007-06-14"", ""position"": ""Offensives Mittelfeld"", ""shirt_number"": ""79"", ""joined"": ""2023-07-01"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Rückkehr nach Leihe von: NK Maribor; Datum: 30.06.2026; Ablöse: Leih-Ende\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/udinese-calcio/kader/verein/410/saison_id/2026/plus/1,90efc1fde73abeef69c456d06f2bae9038dd889e5719611f48df551443312f38,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ITA1,Udinese Calcio,410,Edoardo Piana,612059,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Edoardo Piana"", ""dob"": ""2003-09-29"", ""position"": ""Torwart"", ""shirt_number"": ""99"", ""joined"": ""2022-07-01"", ""contract_until"": """", ""change_notes"": ""[\""Rückkehr nach Leihe von: SS Monopoli 1966; Datum: 30.06.2026; Ablöse: Leih-Ende\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/udinese-calcio/kader/verein/410/saison_id/2026/plus/1,90efc1fde73abeef69c456d06f2bae9038dd889e5719611f48df551443312f38,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
FRA1,FC Toulouse,415,Cristian Cásseres Jr.,467632,SOURCE_FIELDS_CHANGED,"[""contract_until""]","{""contract_until"": ""2027-06-30""}","{""contract_until"": ""2028-06-30""}",https://www.transfermarkt.de/fc-toulouse/kader/verein/415/saison_id/2026/plus/1,19f862fd3bee00479b977f29a67da0e4a8c6a305e8b0c52c98fbcdad9b779b91,d434d63fc06ac1f14a7f835fa1f97d5282df684c350fe0b4b6cc6270c93f45a3,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ITA1,FC Turin,416,Alessio Cacciamani,1188619,SOURCE_FIELDS_CHANGED,"[""contract_until""]","{""contract_until"": ""2029-06-30""}","{""contract_until"": ""2031-06-30""}",https://www.transfermarkt.de/fc-turin/kader/verein/416/saison_id/2026/plus/1,40f45b4d83b8aa34579540cbd1e6c1b4e0e04d3c1882cc170a16c80084d2d85a,d73169d98efbcdf92ebc3fffb64ce90192a06803ac73b01c465488f442d6cf82,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Trabzonspor,449,Cihan Çanak,743376,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""61""}",https://www.transfermarkt.de/trabzonspor/kader/verein/449/saison_id/2026/plus/1,5da7b534b8066cf41439ff5b47114daec0a3e1837d96c389eb614be68b770a7d,46d6b6df3f94c27fce5372bec00addc6ddbe5736f874af98f7a926a67acd515f,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,VV St. Truiden,475,Yanis Ngoy,1389531,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Yanis Ngoy"", ""dob"": ""2008-08-24"", ""position"": ""Torwart"", ""shirt_number"": ""30"", ""joined"": ""2026-07-01"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Interner Wechsel: STVV Youth; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/vv-st-truiden/kader/verein/475/saison_id/2026/plus/1,,c0e976a963b2c1507ec52e39bab62ae405f89e7c2149e5b8ecc88e56b4f6ff7a,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Lommel SK,5026,Stredair Appuah,1004618,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""21""}","{""shirt_number"": ""11""}",https://www.transfermarkt.de/lommel-sk/kader/verein/5026/saison_id/2026/plus/1,b01c13536227511f3727e0e23a5874477c0db4f24c8f5d48436459473a6bcee8,9ff756a9f65fb1a83d753e141d2c89530fd8a9311bba2096f5846c718c381d8a,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Lommel SK,5026,Emile Vandecraen,1335076,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Emile Vandecraen"", ""dob"": ""2008-05-11"", ""position"": ""Innenverteidiger"", ""shirt_number"": ""17"", ""joined"": ""2026-07-01"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Interner Wechsel: Lommel SK U23; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/lommel-sk/kader/verein/5026/saison_id/2026/plus/1,,9ff756a9f65fb1a83d753e141d2c89530fd8a9311bba2096f5846c718c381d8a,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Lommel SK,5026,Elijah Odede,1372119,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""12""}",https://www.transfermarkt.de/lommel-sk/kader/verein/5026/saison_id/2026/plus/1,b01c13536227511f3727e0e23a5874477c0db4f24c8f5d48436459473a6bcee8,9ff756a9f65fb1a83d753e141d2c89530fd8a9311bba2096f5846c718c381d8a,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Lommel SK,5026,Melvin Ramundo,1451840,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Melvin Ramundo"", ""dob"": ""2007-09-07"", ""position"": ""Torwart"", ""shirt_number"": ""55"", ""joined"": ""2026-07-01"", ""contract_until"": """", ""change_notes"": ""[\""Interner Wechsel: Lommel SK U23; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/lommel-sk/kader/verein/5026/saison_id/2026/plus/1,,9ff756a9f65fb1a83d753e141d2c89530fd8a9311bba2096f5846c718c381d8a,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ITA1,Juventus Turin,506,Augusto Owusu,925845,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Augusto Owusu"", ""dob"": ""2005-01-28"", ""position"": ""Zentrales Mittelfeld"", ""shirt_number"": ""41"", ""joined"": ""2026-09-07"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Interner Wechsel: Juventus Next Gen; Datum: 07.09.2026\""]""}",https://www.transfermarkt.de/juventus-turin/kader/verein/506/saison_id/2026/plus/1,,0009d8e86a1fcff175fb368bcdc9cac816372b11375dc9917e504e11cc3f9b54,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Cercle Brügge,520,Sebbe Gheerardyns,1137815,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Sebbe Gheerardyns"", ""dob"": ""2005-01-11"", ""position"": ""Innenverteidiger"", ""shirt_number"": ""75"", ""joined"": ""2026-07-01"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[\""Interner Wechsel: Jong Cercle; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/cercle-brugge/kader/verein/520/saison_id/2026/plus/1,,7cdfb59fb0a1a9a437a93f97e502615933029fa25dc8530a34a7715ac5027f03,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Cercle Brügge,520,Tiemen De Bel,1178478,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Tiemen De Bel"", ""dob"": ""2006-10-31"", ""position"": ""Torwart"", ""shirt_number"": ""94"", ""joined"": ""2026-07-01"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[\""Interner Wechsel: Jong Cercle; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/cercle-brugge/kader/verein/520/saison_id/2026/plus/1,,7cdfb59fb0a1a9a437a93f97e502615933029fa25dc8530a34a7715ac5027f03,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Cercle Brügge,520,Luke Le Roux,467616,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Luke Le Roux"", ""dob"": ""2000-03-10"", ""position"": ""Zentrales Mittelfeld"", ""shirt_number"": ""18"", ""joined"": ""2026-09-10"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Neuzugang von: Vereinslos; Datum: 10.09.2026; Ablöse: -\""]""}",https://www.transfermarkt.de/cercle-brugge/kader/verein/520/saison_id/2026/plus/1,,7cdfb59fb0a1a9a437a93f97e502615933029fa25dc8530a34a7715ac5027f03,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
