league,club,club_tm_id,target_club_id,player,player_tm_id,dob,age,position,shirt_number,joined,contract_until,nationality,identity_search,profile_complete,disposition,native_create_ready,reason,source,source_sha256,snapshot_date
ENG1,Arsenal,11,917505,Ben White,335721,1997-10-08,28,Rechter Verteidiger,4,2021-07-30,2028-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12
ENG1,Brighton & Hove Albion,1237,917529,Tom McGill,406556,2000-03-25,26,Torwart,38,2022-07-29,2027-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/brighton-hove-albion/kader/verein/1237/saison_id/2026/plus/1,f2cf90d26295bb03b7a9f88ddd237a671bfa8ea7b8601dc2dd42f6c052d76dbc,2026-09-12
ENG1,Chelsea,631,917513,Emmanuel Emegha,559328,2003-02-03,23,Mittelstürmer,22,2026-07-01,2033-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/fc-chelsea/kader/verein/631/saison_id/2026/plus/1,654f4cd4c0ce8c73da8a919c8a23c05e00fc473650df3999c3441d42c128ae64,2026-09-12
ENG1,Leeds United,399,917545,Ilia Gruev,381753,2000-05-06,26,Defensives Mittelfeld,44,2023-08-31,2027-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Manchester City,281,917518,Iliman Ndiaye,623570,2000-03-06,26,Linksaußen,7,2026-09-01,2031-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/manchester-city/kader/verein/281/saison_id/2026/plus/1,480dc31ff14f1e9821d8a65e16c6d82796ba24da1b92e06c4904603842d4bf05,2026-09-12
ENG1,Sunderland,289,917524,Reinildo Mandava,240692,1994-01-21,32,Linker Verteidiger,17,2025-07-08,2027-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/afc-sunderland/kader/verein/289/saison_id/2026/plus/1,bd74ae0019b88eeaf201f5b09382a2f264e6feab18e637371f9e43576b711509,2026-09-12
GER1,1. FSV Mainz 05,39,1376259,Phillipp Mwene,127573,1994-01-29,32,Linker Verteidiger,2,2023-08-23,,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1,a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7,2026-09-12
GER1,Bayer 04 Leverkusen,15,1376261,Equi Fernández,664708,2002-07-25,24,Defensives Mittelfeld,6,2025-09-01,2030-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/bayer-04-leverkusen/kader/verein/15/saison_id/2026/plus/1,355a935f7561800deae1a58eea59105fd8753e003beced3cff71c0acbf734e7f,2026-09-12
GER1,Borussia Mönchengladbach,18,1376263,Yukhym Konoplya,467250,1999-08-26,27,Rechter Verteidiger,22,2026-07-01,2029-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/borussia-monchengladbach/kader/verein/18/saison_id/2026/plus/1,93aeb3d082cba6ceafd5d994cd6c62a394304bd2c6b1a3d5db6e9a807ca2f1d1,2026-09-12
GER1,FC Augsburg,167,1376431,Young-woo Seol,639414,1998-12-05,27,Rechter Verteidiger,7,2026-08-27,2030-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/fc-augsburg/kader/verein/167/saison_id/2026/plus/1,323d986d5d073658ccfd8af3d4978da6e4a9845c0cdcce47798096a26f016833,2026-09-12
GER2,1. FC Nürnberg,4,1376258,Alexios Kalogeropoulos,735354,2004-07-26,22,Innenverteidiger,4,2026-07-01,2030-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/1-fc-nurnberg/kader/verein/4/saison_id/2026/plus/1,1d02eebfb6b905a4b771fed6091258b15847c4bfb1b6d4bd643980220ba21ebd,2026-09-12
GER2,1. FC Nürnberg,4,1376258,Can Moustfa,696026,2004-11-19,21,Linksaußen,28,2026-07-01,,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/1-fc-nurnberg/kader/verein/4/saison_id/2026/plus/1,1d02eebfb6b905a4b771fed6091258b15847c4bfb1b6d4bd643980220ba21ebd,2026-09-12
GER2,SV Darmstadt 98,105,1376442,Fynn Lakenmacher,528856,2000-05-10,26,Mittelstürmer,19,2024-07-01,2027-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,2026-09-12
GER3,FC Ingolstadt 04,4795,1376315,Joseph Ganda,456929,1997-03-10,29,Linksaußen,16,2026-07-23,2027-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/fc-ingolstadt-04/kader/verein/4795/saison_id/2026/plus/1,9602267b250c0007efa439f83a79d1bdd5376932fbafd7a4fc5bf6bcd1c6cbc5,2026-09-12
GER3,SC Preußen Münster,91,1376419,Samuel Althaus,1014942,2006-01-10,20,Zentrales Mittelfeld,44,2026-08-05,2029-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/preussen-munster/kader/verein/91/saison_id/2026/plus/1,358c233225c0f06e8cc0ea5bfec52949f3501471b53e29edc807611cd04332ae,2026-09-12
GER3,SV Waldhof Mannheim 07,85,1376301,Leroy Mickels,191426,1995-06-25,31,Linksaußen,23,2026-07-22,2028-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/sv-waldhof-mannheim/kader/verein/85/saison_id/2026/plus/1,34e998eba6b950fe72d328e27cb46b4a4d1c4b3c218c58557f9db9a44925ae39,2026-09-12
GER3,TSV Havelse 1912,476,1376539,Jesse Tugbenyo,565118,2001-08-07,25,Zentrales Mittelfeld,33,2026-07-03,2027-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59,2026-09-12
GER3,TSV Havelse 1912,476,1376539,Kwasi Wriedt,154819,1994-07-10,32,Mittelstürmer,11,2026-07-03,2027-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59,2026-09-12
GER3,TSV Havelse 1912,476,1376539,Leon Sommer-Deiss,477578,2001-03-10,25,Rechter Verteidiger,22,2025-07-01,2027-06-30,,UNVERIFIED_NONMATCH,NO,IDENTITY_SEARCH_REQUIRED,NO,Native08 nonmatch has not passed the two-step global identity review,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59,2026-09-12
